,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD,MACD_Hist,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Lower Band,Real Upper Band,Real Middle Band,Chaikin A/D,OBV
2007-06-27,120.61,122.04,119.26,121.89,3.74921669245,34810600,0.0000,1.0,3.7437,3.6933,59.8624,33.8117,40.9287,0.0880,-0.0245,0.1124,33.8391,-27.8361,30.0000,0.0000,3.6148,3.8725,3.7437,21941658314.4575,67472835053.0000
2007-06-26,123.98,124.0,118.72,119.65,3.68031649234,48035900,0.0000,1.0,3.7389,3.6874,57.1090,34.2639,50.2829,0.0938,-0.0248,0.1185,35.0611,-27.1741,35.0000,0.0000,3.6042,3.8735,3.7389,21072143753.5709,66498137279.0000
2007-06-25,124.19,125.09,121.06,122.34,3.76305825051,34478700,0.0000,1.0,3.7307,3.6881,61.9578,54.7106,63.1904,0.1068,-0.0179,0.1247,36.3474,47.4077,40.0000,0.0000,3.5664,3.8950,3.7307,21943341174.7961,67843143824.0000
2007-06-22,123.85,124.45,122.38,123.0,3.78335920232,22567000,0.0000,1.0,3.7173,3.6802,63.2086,61.8742,71.8535,0.1135,-0.0158,0.1292,37.2017,64.8670,45.0000,0.0000,3.5244,3.9102,3.7173,22295486264.2518,68808548389.0000
2007-06-21,121.7,124.29,120.72,123.9,3.81104231844,30965900,0.0000,1.0,3.6984,3.6694,64.9062,72.9865,76.8932,0.1183,-0.0149,0.1332,37.7963,63.1275,50.0000,5.0000,3.4651,3.9317,3.6984,22548847425.5354,69440425020.0000
2007-06-20,123.87,124.66,121.5,121.55,3.73875862636,32054000,0.0000,1.0,3.6814,3.6545,62.4014,80.6998,72.3071,0.1198,-0.0170,0.1369,38.4440,59.1182,55.0000,10.0000,3.4345,3.9284,3.6814,21871239994.9776,68573378953.0000
2007-06-19,124.69,125.01,122.91,123.66,3.80366015414,33679500,0.0000,1.0,3.6691,3.6456,66.4467,76.9932,56.0520,0.1275,-0.0137,0.1411,38.9505,88.6530,60.0000,0.0000,3.4106,3.9277,3.6691,22740350585.2076,69470891850.0000
2007-06-18,123.28,125.18,122.54,125.09,3.84764554975,32521600,0.0000,1.0,3.6512,3.6290,69.3409,59.2281,38.2342,0.1288,-0.0158,0.1446,39.1599,101.9832,65.0000,0.0000,3.3828,3.9196,3.6512,23009786854.5944,70413918793.0000
2007-06-15,120.62,120.67,119.86,120.5,3.70646165756,28972100,0.0000,1.0,3.6280,3.6059,64.6452,31.9346,23.7706,0.1240,-0.0245,0.1485,39.3803,42.0773,70.0000,0.0000,3.3515,3.9044,3.6280,22161267897.5158,69503313083.0000
2007-06-14,117.2,119.45,116.42,118.75,3.65263337623,34759500,0.0000,1.0,3.6110,3.5954,62.5687,23.5400,24.0347,0.1306,-0.0240,0.1546,40.1594,14.0056,75.0000,0.0000,3.3148,3.9072,3.6110,21690560222.3028,68692093472.0000
2007-06-13,121.15,121.19,115.4,117.5,3.61418460385,61476900,0.0000,1.0,3.5934,3.5893,61.0150,15.8372,31.6831,0.1425,-0.0181,0.1606,41.1497,18.1089,80.0000,5.0000,3.2689,3.9179,3.5934,21166987560.1972,67718826499.0000
2007-06-12,119.35,121.71,118.31,120.38,3.70277057541,50948800,0.0000,1.0,3.5781,3.5867,67.1124,32.7269,51.3744,0.1596,-0.0056,0.1652,42.1921,50.2934,85.0000,10.0000,3.2307,3.9254,3.5781,21639691243.1761,69440181420.0000
2007-06-11,126.0,126.15,119.54,120.19,3.69692636201,66937800,0.0000,1.0,3.5611,3.5745,66.9051,46.4850,68.9818,0.1701,0.0035,0.1666,42.6405,79.2802,90.0000,15.0000,3.2068,3.9155,3.5611,21329202951.7761,68013613594.0000
2007-06-08,125.825,125.83,122.29,124.49,3.829190139,44345800,0.0000,1.0,3.5435,3.5616,77.3921,74.9113,85.0706,0.1816,0.0159,0.1657,42.8132,118.0149,95.0000,20.0000,3.1829,3.9041,3.5435,22834849253.5646,69887873868.0000
2007-06-07,124.99,127.61,123.19,124.069,3.81624059246,68395700,0.0000,1.0,3.5171,3.5334,77.0576,85.5491,88.4989,0.1801,0.0184,0.1617,42.2666,147.8779,100.0000,25.0000,3.1670,3.8673,3.5171,22533197295.6937,68646190227.0000
2007-06-06,122.3,124.05,121.95,123.64,3.80304497378,39722900,0.0000,1.0,3.4907,3.5037,76.7242,94.7514,87.4836,0.1770,0.0199,0.1571,41.4343,149.6032,100.0000,30.0000,3.1554,3.8261,3.4907,23686578968.5410,66731108712.0000
2007-06-05,121.41,122.69,120.5,122.67,3.77320872642,32885200,0.0000,1.0,3.4621,3.4721,75.9744,85.1961,84.2418,0.1717,0.0196,0.1521,40.8583,151.3697,100.0000,0.0000,3.1410,3.7832,3.4621,23008640797.3844,65618866400.0000
2007-06-04,118.63,121.73,117.9,121.33,3.73199164242,31666900,0.0000,1.0,3.4333,3.4405,74.9137,82.5033,86.5511,0.1655,0.0183,0.1473,40.3821,145.5889,90.0000,0.0000,3.1258,3.7408,3.4333,22104672295.7936,64698079880.0000
2007-06-01,121.1,121.19,118.29,118.4,3.64186771996,31616500,0.0000,1.0,3.4017,3.4098,72.3810,85.0260,87.5822,0.1594,0.0167,0.1427,39.9759,145.6074,95.0000,0.0000,3.0938,3.7097,3.4017,21403204285.1779,63811405794.0000
2007-05-31,120.07,122.17,119.541,121.191,3.72771613893,46323800,0.0000,1.0,3.3741,3.3853,79.6589,92.1240,78.7594,0.1585,0.0200,0.1385,39.6021,191.6566,100.0000,0.0000,3.0580,3.6901,3.3741,22221309296.1386,64696668679.0000
2007-05-30,114.3,118.88,113.53,118.77,3.65324855659,52801600,0.0000,1.0,3.3421,3.3493,77.8211,85.5966,66.1440,0.1463,0.0128,0.1335,38.8586,151.4394,100.0000,0.0000,3.0468,3.6373,3.3421,21890258545.0805,63399600982.0000
2007-05-29,114.45,114.86,112.69,114.35,3.51729369745,23060500,0.0000,1.0,3.3124,3.3173,73.7001,58.5577,58.5761,0.1362,0.0059,0.1303,38.3861,111.2740,85.0000,5.0000,3.0291,3.5956,3.3124,20472608188.7977,61921154704.0000
2007-05-25,112.0,113.78,111.5,113.62,3.49483961437,22605700,0.0000,1.0,3.2900,3.2963,72.9103,54.2777,68.5995,0.1351,0.0062,0.1288,38.3651,103.2781,90.0000,0.0000,3.0043,3.5757,3.2900,20130419782.4033,61275460059.0000
2007-05-24,112.81,114.46,110.37,110.69,3.40471569191,31691500,0.0000,1.0,3.2689,3.2753,69.4074,62.8930,82.0819,0.1340,0.0067,0.1273,38.4922,92.9858,95.0000,5.0000,2.9847,3.5532,3.2689,19586296074.2910,60642499827.0000
2007-05-23,114.02,115.0,112.59,112.89,3.4723855313,32549100,0.0000,1.0,3.2507,3.2617,76.4598,88.6277,91.6730,0.1399,0.0143,0.1256,38.6260,126.9670,100.0000,0.0000,2.9570,3.5444,3.2507,20334805110.9952,61529862714.0000
2007-05-22,112.49,113.75,112.01,113.54,3.49237889294,20443200,0.0000,1.0,3.2237,3.2396,78.7044,94.7250,88.5771,0.1385,0.0164,0.1220,38.0940,131.2778,100.0000,0.0000,2.9176,3.5299,3.2237,21019282304.7675,62441238425.0000
2007-05-21,110.31,112.45,110.05,111.98,3.44439482501,22853300,0.0000,1.0,3.1925,3.2129,77.1768,91.6661,78.7951,0.1326,0.0147,0.1179,37.6770,118.2727,100.0000,5.0000,2.8752,3.5098,3.1925,20585040105.3303,61868828253.0000
2007-05-18,110.23,110.64,109.77,110.02,3.38410714992,22190900,0.0000,1.0,3.1641,3.1886,75.0396,79.3401,70.1975,0.1281,0.0138,0.1142,37.3949,109.7345,100.0000,0.0000,2.8404,3.4878,3.1641,20195771839.9921,61228935214.0000
2007-05-17,107.15,109.87,107.15,109.44,3.36626691953,26260400,0.0000,1.0,3.1348,3.1680,74.3648,65.3790,69.8618,0.1266,0.0158,0.1108,37.3341,101.6702,90.0000,0.0000,2.7906,3.4790,3.1348,20460022361.4280,60607589393.0000
