,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD,MACD_Hist,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Lower Band,Real Upper Band,Real Middle Band,Chaikin A/D,OBV
2006-01-10,76.25,81.89,75.83,80.86,2.4871741878,81423900,0.0000,1.0,2.2731,2.2745,72.3139,85.9416,83.0409,0.0696,0.0071,0.0625,30.8759,252.7265,100.0000,15.0000,2.1371,2.4091,2.2731,26041476968.9807,62341815919.0000
2006-01-09,76.73,77.2,75.74,76.05,2.33922331168,24108600,0.0000,1.0,2.2630,2.2521,65.3309,80.7032,81.5981,0.0575,-0.0032,0.0607,30.2965,145.7694,100.0000,20.0000,2.1684,2.3577,2.2630,24536611306.4427,60061944440.0000
2006-01-06,75.24,76.7,74.55,76.3,2.34691306616,25159200,0.0000,1.0,2.2600,2.2429,66.1548,82.4780,77.5007,0.0564,-0.0051,0.0615,30.4267,139.5685,100.0000,25.0000,2.1717,2.3484,2.2600,24924991333.1633,60736985915.0000
2006-01-05,74.83,74.9,73.75,74.38,2.28785575178,16050800,0.0000,1.0,2.2564,2.2320,62.7253,81.6130,63.7789,0.0532,-0.0095,0.0628,30.6590,62.4407,95.0000,30.0000,2.1771,2.3357,2.2564,24482657049.1968,60032527611.0000
2006-01-04,75.13,75.98,74.5,74.97,2.30600357234,22128700,0.0000,1.0,2.2559,2.2261,64.6373,68.4109,44.5565,0.0545,-0.0106,0.0651,31.2695,114.6576,100.0000,35.0000,2.1773,2.3345,2.2559,24439668776.6772,60481950460.0000
2006-01-03,72.332,74.75,72.25,74.75,2.2992365884,28829800,0.0000,1.0,2.2511,2.2177,64.2513,41.3128,34.6878,0.0535,-0.0143,0.0678,31.6701,47.1923,35.0000,40.0000,2.1735,2.3286,2.2511,24665740586.4631,59862346241.0000
2005-12-30,70.91,72.43,70.34,71.89,2.2112657972,22295100,0.0000,1.0,2.2478,2.2091,58.6810,23.9459,41.2027,0.0521,-0.0193,0.0714,32.3491,-93.1194,40.0000,0.0000,2.1731,2.3224,2.2478,23858505379.4631,59055111034.0000
2005-12-29,73.78,73.82,71.42,71.45,2.19773182932,17500900,0.0000,1.0,2.2473,2.2089,57.7181,38.8047,58.7690,0.0585,-0.0177,0.0762,33.6180,-47.0736,45.0000,0.0000,2.1717,2.3230,2.2473,23556827839.4737,58430847610.0000
2005-12-28,74.44,74.76,73.32,73.57,2.26294094728,14218400,0.0000,1.0,2.2418,2.2101,64.6100,60.8576,73.5067,0.0672,-0.0134,0.0806,34.6072,51.8908,50.0000,0.0000,2.1403,2.3433,2.2418,24034602887.1855,58920873300.0000
2005-12-27,74.0,75.18,73.95,74.23,2.28324189909,21092500,0.0000,1.0,2.2334,2.2045,66.9752,76.6448,80.2011,0.0707,-0.0132,0.0840,34.9648,83.0478,55.0000,5.0000,2.1140,2.3527,2.2334,24294483902.4692,59318988898.0000
2005-12-23,74.17,74.26,73.3,73.35,2.25617396334,8209200,0.0000,1.0,2.2263,2.1962,65.3694,83.0177,74.4121,0.0721,-0.0152,0.0873,35.0926,56.6617,60.0000,10.0000,2.1030,2.3496,2.2263,24616187719.8701,58728398308.0000
2005-12-22,73.91,74.49,73.6,74.02,2.27678250533,13236100,0.0000,1.0,2.2202,2.1899,67.7523,80.9409,57.6616,0.0756,-0.0155,0.0911,35.4190,80.9888,65.0000,0.0000,2.0912,2.3491,2.2202,24822102024.9429,58958256137.0000
2005-12-21,72.6,73.61,72.54,73.5,2.26078781602,16990600,0.0000,1.0,2.2095,2.1807,66.8616,59.2777,38.9450,0.0768,-0.0181,0.0949,35.6472,55.8831,70.0000,0.0000,2.0667,2.3523,2.2095,24842922877.2510,58587644967.0000
2005-12-20,71.625,72.38,71.12,72.11,2.21803278113,17111000,0.0000,1.0,2.1988,2.1723,64.3621,32.7661,28.7983,0.0789,-0.0205,0.0995,36.0679,15.7932,75.0000,0.0000,2.0415,2.3561,2.1988,24465000742.9133,58111907692.0000
2005-12-19,71.11,72.6,71.04,71.38,2.19557869806,18903400,0.0000,1.0,2.1878,2.1675,62.9685,24.7913,34.9367,0.0848,-0.0198,0.1046,36.7805,17.8279,80.0000,5.0000,2.0082,2.3674,2.1878,24191224469.3403,57632799213.0000
2005-12-16,72.14,72.3,71.06,71.11,2.18727376323,23970400,0.0000,1.0,2.1773,2.1645,62.4527,28.8375,48.9777,0.0934,-0.0162,0.1095,37.5305,19.6772,85.0000,10.0000,1.9774,2.3772,2.1773,24489801547.3989,57103503484.0000
2005-12-15,72.68,72.8601,71.35,72.18,2.22018591239,20041500,0.0000,1.0,2.1672,2.1621,65.9095,51.1814,67.3943,0.1038,-0.0098,0.1136,38.3847,39.2052,90.0000,0.0000,1.9505,2.3839,2.1672,25106846654.4525,57774675355.0000
2005-12-14,72.53,73.3,70.27,72.01,2.21495687934,51811300,0.0000,1.0,2.1561,2.1560,65.6223,66.9143,78.2100,0.1122,-0.0038,0.1160,39.1895,39.0939,95.0000,0.0000,1.9288,2.3833,2.1561,25051142881.3125,57213512794.0000
2005-12-13,74.85,75.46,74.21,74.98,2.30631116252,17636300,0.0000,1.0,2.1411,2.1498,76.2896,84.0872,83.9349,0.1218,0.0048,0.1170,40.0367,102.1587,100.0000,0.0000,1.8929,2.3893,2.1411,24835689735.3808,58664230644.0000
2005-12-12,74.87,75.35,74.56,74.91,2.30415803127,18749800,0.0000,1.0,2.1203,2.1334,76.2030,83.6284,84.4116,0.1231,0.0073,0.1158,39.4973,113.8537,100.0000,5.0000,1.8614,2.3791,2.1203,24721124216.3610,58170413751.0000
2005-12-09,74.21,74.59,73.35,74.3305,2.28633318039,19835800,0.0000,1.0,2.0997,2.1154,75.4991,84.0891,85.1625,0.1231,0.0091,0.1140,38.7793,109.5896,85.0000,0.0000,1.8373,2.3622,2.0997,24780933764.6210,57645418827.0000
2005-12-08,73.2,74.17,72.6,74.08,2.27862804641,28231400,0.0000,1.0,2.0795,2.0974,75.1978,85.5173,87.1573,0.1231,0.0114,0.1117,38.1240,111.0068,90.0000,5.0000,1.8153,2.3437,2.0795,24457993820.7448,57090015872.0000
2005-12-07,74.23,74.46,73.12,73.95,2.27462937408,24266600,0.0000,1.0,2.0580,2.0783,75.0465,85.8810,89.5320,0.1221,0.0133,0.1088,37.4905,126.1935,95.0000,10.0000,1.7922,2.3238,2.0580,23758142109.8072,56299535882.0000
2005-12-06,73.93,74.83,73.35,74.05,2.27770527587,30608200,0.0000,1.0,2.0364,2.0576,75.3825,90.0734,85.4375,0.1195,0.0140,0.1055,36.6148,145.7780,100.0000,15.0000,1.7743,2.2985,2.0364,23595881696.8945,56979001361.0000
2005-12-05,71.95,72.53,71.49,71.82,2.20911266594,20845400,0.0000,1.0,2.0151,2.0345,72.8029,92.6416,75.1341,0.1142,0.0121,0.1020,35.6019,126.4133,95.0000,20.0000,1.7662,2.2641,2.0151,23642207667.6856,56121970904.0000
2005-12-02,72.09,72.74,70.7,72.63,2.23402747045,31991500,0.0000,1.0,1.9987,2.0161,75.5341,73.5975,62.1727,0.1126,0.0136,0.0990,34.8131,147.3781,100.0000,25.0000,1.7600,2.2374,1.9987,23855472357.6805,56705642687.0000
2005-12-01,68.95,71.73,68.81,71.6001,2.20234875791,29031900,0.0000,1.0,1.9822,1.9932,74.3728,59.1633,63.4220,0.1065,0.0109,0.0956,33.9828,140.6680,100.0000,0.0000,1.7661,2.1982,1.9822,23056311343.5209,55809879792.0000
2005-11-30,68.43,68.85,67.52,67.82,2.08607659432,21274100,0.0000,1.0,1.9642,1.9711,69.2903,53.7573,72.2517,0.1003,0.0075,0.0928,33.2378,96.8618,90.0000,0.0000,1.7655,2.1630,1.9642,22315742627.4161,54996985780.0000
2005-11-29,69.99,70.3,67.35,68.1,2.09468911934,31836900,0.0000,1.0,1.9484,1.9590,70.2710,77.3455,84.2884,0.1029,0.0119,0.0910,32.8779,118.6562,95.0000,0.0000,1.7406,2.1562,1.9484,22642692280.3305,55592661175.0000
2005-11-28,70.72,71.07,69.07,69.66,2.14267318727,36375700,0.0000,1.0,1.9322,1.9448,75.9614,85.6525,86.5314,0.1037,0.0157,0.0880,32.4991,165.1374,100.0000,0.0000,1.7222,2.1422,1.9322,23080854799.6123,56484095266.0000
2005-11-25,67.66,69.54,67.5,69.34,2.13283030154,14107600,0.0000,1.0,1.9088,1.9239,75.5760,89.8672,85.3235,0.0984,0.0144,0.0840,31.4263,165.7531,100.0000,5.0000,1.6938,2.1239,1.9088,23498448252.7920,55465574648.0000
2005-11-23,66.88,67.98,66.69,67.11,2.06423769161,17351900,0.0000,1.0,1.8874,1.9019,72.6756,84.0745,80.3969,0.0912,0.0107,0.0805,30.5047,153.4233,100.0000,10.0000,1.6807,2.0942,1.8874,23180888625.4217,55070561453.0000
2005-11-22,64.84,66.76,64.52,66.52,2.04608987105,19295800,0.0000,1.0,1.8719,1.8849,71.8349,82.0289,79.5119,0.0877,0.0099,0.0778,29.7717,139.8813,100.0000,15.0000,1.6742,2.0696,1.8719,23350372469.0492,54584707768.0000
2005-11-21,64.82,65.19,63.72,64.96,1.99810580311,18275400,0.0000,1.0,1.8559,1.8679,69.4760,75.0873,80.0758,0.0837,0.0084,0.0753,29.2054,117.9607,90.0000,20.0000,1.6654,2.0463,1.8559,22925864444.6626,54044424828.0000
2005-11-18,65.35,65.43,64.37,64.56,1.98580219595,18748600,0.0000,1.0,1.8433,1.8542,68.8404,81.4194,83.6284,0.0824,0.0092,0.0732,28.9031,132.3758,95.0000,25.0000,1.6590,2.0277,1.8433,22574280207.8962,53532713117.0000
2005-11-17,65.59,65.88,64.25,64.52,1.98457183524,24150200,0.0000,1.0,1.8296,1.8403,68.7786,83.7205,83.2293,0.0807,0.0098,0.0709,28.3126,147.6377,100.0000,30.0000,1.6490,2.0102,1.8296,22911047849.7744,53007751793.0000
2005-11-16,63.15,65.06,63.09,64.95,1.99779821293,28018400,0.0000,1.0,1.8168,1.8251,70.1998,85.7452,82.2004,0.0775,0.0090,0.0685,27.6911,149.9436,100.0000,0.0000,1.6457,1.9878,1.8168,23363234868.5639,53683958069.0000
2005-11-15,61.6,63.08,61.46,62.28,1.91567163513,19172900,0.0000,1.0,1.8014,1.8070,66.0632,80.2222,75.2363,0.0709,0.0047,0.0662,27.1806,107.3970,100.0000,5.0000,1.6433,1.9594,1.8014,22666329806.6507,52899442085.0000
2005-11-14,61.54,61.98,60.91,61.45,1.89014165027,13211900,0.0000,1.0,1.7859,1.7955,64.6125,80.6338,66.4593,0.0699,0.0048,0.0651,27.0284,96.0778,65.0000,10.0000,1.6155,1.9563,1.7859,22659702130.8764,52362600349.0000
2005-11-11,61.54,62.11,61.34,61.54,1.89290996188,15194600,0.0000,1.0,1.7735,1.7856,64.8983,64.8528,55.3310,0.0701,0.0063,0.0638,27.1102,114.4074,70.0000,15.0000,1.5995,1.9476,1.7735,22656244807.7911,52732533918.0000
2005-11-10,60.64,61.2,59.01,61.18,1.88183671543,23762300,0.0000,1.0,1.7620,1.7743,64.2983,53.8914,55.3717,0.0692,0.0069,0.0623,27.0311,96.1451,75.0000,0.0000,1.5904,1.9336,1.7620,22860681448.3475,52307084693.0000
2005-11-09,60.0,61.21,60.0,60.11,1.84892456627,19747500,0.0000,1.0,1.7505,1.7629,62.4877,47.2489,64.1221,0.0681,0.0075,0.0605,27.1468,108.6630,80.0000,0.0000,1.5819,1.9191,1.7505,22207488804.6639,51641739628.0000
2005-11-08,59.95,60.38,59.1,59.9,1.84246517251,16920200,0.0000,1.0,1.7338,1.7539,62.1296,64.9748,79.2523,0.0690,0.0103,0.0587,26.8880,102.1220,85.0000,5.0000,1.5428,1.9248,1.7338,22659886529.0276,51088809076.0000
2005-11-07,60.85,61.67,60.14,60.23,1.85261564842,22815400,0.0000,1.0,1.7210,1.7446,63.0278,80.1425,88.3999,0.0698,0.0138,0.0561,26.7886,135.0676,90.0000,10.0000,1.5267,1.9154,1.7210,22541445010.8979,51562575149.0000
2005-11-04,60.35,61.24,59.62,61.15,1.8809139449,31358400,0.0000,1.0,1.7059,1.7332,65.5371,92.6395,91.9952,0.0689,0.0163,0.0526,26.2698,145.8768,95.0000,15.0000,1.5076,1.9041,1.7059,23105120162.1223,52201406987.0000
2005-11-03,60.26,62.32,60.07,61.8499,1.90244218153,31585100,0.0000,1.0,1.6907,1.7176,67.4787,92.4178,81.3923,0.0638,0.0152,0.0486,25.8057,181.9061,100.0000,20.0000,1.5023,1.8792,1.6907,22324643648.2858,53079443065.0000
2005-11-02,57.72,60.0,57.6,59.95,1.84400312341,30609300,0.0000,1.0,1.6751,1.6982,64.7885,90.9284,62.9829,0.0541,0.0094,0.0448,25.1390,145.3937,100.0000,25.0000,1.5090,1.8412,1.6751,21809814426.2241,52195059381.0000
2005-11-01,57.24,58.14,56.87,57.5,1.76864352954,26774500,0.0000,1.0,1.6641,1.6828,60.8179,60.8308,44.3728,0.0470,0.0046,0.0424,24.8902,115.7455,100.0000,30.0000,1.5160,1.8122,1.6641,20988464054.8115,51337998124.0000
2005-10-31,55.2,57.98,54.75,57.59,1.77141184115,33601600,0.0000,1.0,1.6583,1.6738,61.0582,37.1896,44.2285,0.0448,0.0036,0.0413,25.0686,106.4554,100.0000,35.0000,1.5182,1.7985,1.6583,20994367100.0974,52087684873.0000
2005-10-28,56.04,56.43,54.17,54.47,1.67544370529,27492400,0.0000,1.0,1.6535,1.6635,55.2335,35.0980,61.2703,0.0412,0.0008,0.0404,25.2971,51.5538,90.0000,40.0000,1.5229,1.7840,1.6535,20280722498.6672,51146839133.0000
2005-10-27,56.99,57.01,55.41,55.41,1.70435718212,14697900,0.0000,1.0,1.6521,1.6623,57.7039,60.3978,78.3019,0.0457,0.0055,0.0402,25.9531,93.3707,95.0000,45.0000,1.5220,1.7823,1.6521,20846141980.3397,51916627102.0000
2005-10-26,56.28,57.56,55.92,57.03,1.75418679113,22556900,0.0000,1.0,1.6474,1.6578,62.2632,88.3150,87.8387,0.0478,0.0090,0.0388,26.1573,141.2614,100.0000,50.0000,1.5183,1.7765,1.6474,21257683591.3397,52328168713.0000
2005-10-25,56.4,56.85,55.69,56.1,1.72558090447,16611700,0.0000,1.0,1.6383,1.6477,60.5639,86.1930,88.3967,0.0448,0.0082,0.0366,26.1599,133.9814,90.0000,55.0000,1.5149,1.7616,1.6383,21034315041.3138,51696574882.0000
2005-10-24,55.25,56.79,55.09,56.79,1.74680462683,21776900,0.0000,1.0,1.6342,1.6395,62.5491,89.0083,88.5344,0.0431,0.0086,0.0345,26.3404,152.1761,95.0000,60.0000,1.5174,1.7509,1.6342,21170645681.0844,52161702947.0000
2005-10-21,56.84,56.98,55.36,55.66,1.7120469366,28454500,0.0000,1.0,1.6296,1.6282,60.5365,89.9888,86.9295,0.0383,0.0059,0.0324,26.5454,158.8758,100.0000,65.0000,1.5243,1.7350,1.6296,20560891872.0844,51551949138.0000
2005-10-20,54.47,56.5,54.35,56.14,1.72681126519,48491500,0.0000,1.0,1.6259,1.6194,61.8784,86.6062,84.4367,0.0351,0.0042,0.0309,26.6580,167.4996,100.0000,70.0000,1.5274,1.7243,1.6259,21062534669.3171,52348675934.0000
2005-10-19,52.07,54.96,51.21,54.94,1.6899004437,36024400,0.0000,1.0,1.6193,1.6081,59.7600,84.1935,86.3570,0.0289,-0.0009,0.0299,26.8871,70.8400,45.0000,75.0000,1.5318,1.7069,1.6193,20159464157.5952,50990912577.0000
2005-10-18,53.25,53.95,52.2,52.21,1.60592832482,21771000,0.0000,1.0,1.6150,1.5995,54.2672,82.5103,82.2592,0.0244,-0.0056,0.0301,27.5064,19.0783,50.0000,80.0000,1.5335,1.6965,1.6150,19161539247.8475,49982228369.0000
2005-10-17,53.98,54.23,52.68,53.44,1.64376191685,22029800,0.0000,1.0,1.6165,1.5988,57.6345,92.3672,71.7790,0.0269,-0.0046,0.0315,28.4315,58.8568,55.0000,85.0000,1.5346,1.6984,1.6165,19764161129.8668,50591816978.0000
2005-10-14,54.03,54.35,52.79,54.0,1.66098696687,36984000,0.0000,1.0,1.6153,1.5940,59.2239,71.9000,47.4830,0.0258,-0.0068,0.0327,29.2410,82.3122,60.0000,90.0000,1.5343,1.6962,1.6153,19776099872.0201,51208651994.0000
2005-10-13,49.44,53.95,49.27,53.74,1.65298962222,66627700,0.0000,1.0,1.6110,1.5870,58.7218,51.0697,29.0172,0.0223,-0.0121,0.0344,30.0560,0.7229,65.0000,95.0000,1.5311,1.6909,1.6110,19205218070.8317,50173098959.0000
2005-10-12,48.65,50.3,47.87,49.25,1.51488163182,96338800,0.0000,1.0,1.6050,1.5800,48.2720,19.4794,15.9859,0.0183,-0.0191,0.0374,31.0137,-179.8265,70.0000,100.0000,1.5209,1.6891,1.6050,17507064224.4789,48307521494.0000
2005-10-11,51.23,51.87,50.4,51.59,1.58685773372,43781600,0.0000,1.0,1.6056,1.5869,55.1893,16.5027,18.1090,0.0270,-0.0151,0.0421,32.1799,-58.0014,75.0000,10.0000,1.5237,1.6874,1.6056,17140738545.3166,51005010591.0000
2005-10-10,51.84,51.91,50.28,50.37,1.54933173188,18125200,0.0000,1.0,1.6044,1.5869,51.7658,11.9756,26.8645,0.0304,-0.0156,0.0459,33.4612,-81.5653,80.0000,15.0000,1.5208,1.6880,1.6044,16381856720.6781,49779124566.0000
2005-10-07,51.74,51.93,50.55,51.3,1.57793761853,24210100,0.0000,1.0,1.6060,1.5909,54.7976,25.8487,45.9003,0.0380,-0.0118,0.0498,34.8100,-58.9417,85.0000,20.0000,1.5255,1.6865,1.6060,16833319208.5238,50286630673.0000
2005-10-06,53.2,53.49,50.87,51.7,1.59024122569,27054900,0.0000,1.0,1.6060,1.5922,56.1411,42.7692,63.9425,0.0444,-0.0084,0.0528,36.1279,-10.9034,90.0000,0.0000,1.5255,1.6865,1.6060,16774372819.1986,50964514150.0000
2005-10-05,54.33,54.36,52.75,52.7801,1.62346404093,21813200,0.0000,1.0,1.6030,1.5924,59.9088,69.0831,73.8660,0.0506,-0.0043,0.0549,37.3959,65.9071,95.0000,0.0000,1.5164,1.6897,1.6030,17051943979.0305,51722052107.0000
2005-10-04,54.95,55.35,53.64,53.75,1.6532972124,19266400,0.0000,1.0,1.5967,1.5892,63.5470,79.9751,65.5598,0.0543,-0.0016,0.0559,37.9633,120.5560,100.0000,0.0000,1.4993,1.6942,1.5967,17639876694.1970,52332822317.0000
2005-10-03,54.16,54.54,53.68,54.44,1.67452093475,18126900,0.0000,1.0,1.5891,1.5824,66.2668,72.5398,52.4409,0.0553,-0.0010,0.0563,38.1463,127.6147,75.0000,0.0000,1.4868,1.6914,1.5891,18109932256.2436,52872282056.0000
2005-09-30,52.33,53.65,51.88,53.61,1.64899094989,18986900,0.0000,1.0,1.5765,1.5727,64.5321,44.1646,45.5446,0.0536,-0.0029,0.0566,38.5348,82.6836,80.0000,0.0000,1.4583,1.6947,1.5765,17720414295.0308,52364728349.0000
2005-09-29,51.23,52.59,50.81,52.34,1.60992699715,22744500,0.0000,1.0,1.5652,1.5647,61.6666,40.6184,55.3907,0.0533,-0.0040,0.0573,39.1734,43.5608,85.0000,5.0000,1.4343,1.6960,1.5652,17212809207.3149,51833094618.0000
2005-09-28,53.07,53.11,50.59,51.08,1.57117063459,40198000,0.0000,1.0,1.5568,1.5599,58.5070,51.8508,64.7617,0.0560,-0.0023,0.0583,40.1431,36.7885,90.0000,0.0000,1.4173,1.6963,1.5568,16754852075.8994,51196247982.0000
2005-09-27,53.92,54.24,53.43,53.44,1.64376191685,12203700,0.0000,1.0,1.5499,1.5587,68.5626,73.7028,68.6415,0.0627,0.0038,0.0589,41.1638,110.8219,95.0000,0.0000,1.4005,1.6993,1.5499,17442685207.9407,52321793107.0000
2005-09-26,54.03,54.56,53.32,53.84,1.65606552401,19520100,0.0000,1.0,1.5382,1.5498,70.5140,68.7315,66.1552,0.0629,0.0050,0.0579,40.7891,125.7018,100.0000,5.0000,1.3835,1.6928,1.5382,17775952014.5679,52663497048.0000
2005-09-23,52.1,53.5,51.84,53.2,1.63637975255,19944900,0.0000,1.0,1.5257,1.5386,69.1807,63.4901,70.0438,0.0610,0.0043,0.0567,40.3947,102.6103,85.0000,10.0000,1.3709,1.6805,1.5257,17864107392.9458,52116933702.0000
2005-09-22,51.95,52.47,51.32,51.9,1.59639302927,16561700,0.0000,1.0,1.5147,1.5283,66.2344,66.2441,77.8668,0.0596,0.0040,0.0556,40.2060,82.4204,90.0000,15.0000,1.3617,1.6677,1.5147,17507501836.6088,51558475944.0000
2005-09-21,52.96,53.05,51.86,52.11,1.60285242303,15526700,0.0000,1.0,1.5053,1.5211,67.2206,80.3973,77.8071,0.0611,0.0065,0.0546,40.2526,103.8165,95.0000,20.0000,1.3504,1.6602,1.5053,17503469418.7882,52022204007.0000
2005-09-20,52.99,53.81,52.92,53.19,1.63607216237,29279600,0.0000,1.0,1.4955,1.5125,72.4940,86.9591,64.7961,0.0615,0.0085,0.0529,39.9847,145.1325,100.0000,25.0000,1.3417,1.6493,1.4955,17755550211.7255,52456952041.0000
2005-09-19,51.05,52.89,51.05,52.64,1.61915470252,27990400,0.0000,1.0,1.4842,1.4995,71.4089,66.0650,49.2010,0.0577,0.0068,0.0508,39.0321,131.0776,100.0000,30.0000,1.3406,1.6279,1.4842,18077955118.2354,51637122422.0000
2005-09-16,50.23,51.21,49.95,51.21,1.57516930692,21107300,0.0000,1.0,1.4738,1.4869,68.3221,41.3643,48.5699,0.0537,0.0046,0.0491,38.2013,102.0513,80.0000,35.0000,1.3409,1.6067,1.4738,17507193782.8755,50853390439.0000
2005-09-15,50.0,50.18,49.33,49.87,1.53395222293,14827000,0.0000,1.0,1.4662,1.4777,64.9537,40.1736,65.1012,0.0523,0.0043,0.0480,37.6984,79.6658,85.0000,40.0000,1.3403,1.5922,1.4662,16916188791.8755,50262385448.0000
2005-09-14,51.18,51.19,49.462,49.61,1.52595487827,16943800,0.0000,1.0,1.4620,1.4717,64.2531,64.1717,83.5179,0.0539,0.0070,0.0469,37.4444,102.4698,90.0000,45.0000,1.3399,1.5842,1.4620,16803852350.1435,49847229033.0000
2005-09-13,51.02,51.29,50.32,50.82,1.56317328994,17603000,0.0000,1.0,1.4569,1.4660,70.4828,90.9582,92.0213,0.0561,0.0109,0.0451,37.0845,152.1165,95.0000,50.0000,1.3372,1.5765,1.4569,17197011657.7630,50321655907.0000
2005-09-12,51.1,51.63,50.58,51.4,1.58101352032,16171300,0.0000,1.0,1.4520,1.4558,73.7384,95.4236,91.3806,0.0542,0.0118,0.0424,36.0790,208.6126,100.0000,0.0000,1.3426,1.5615,1.4520,17181767807.2838,50814540399.0000
2005-09-09,50.04,51.35,49.79,51.31,1.57824520871,21987200,0.0000,1.0,1.4439,1.4426,73.5583,89.6821,84.6624,0.0492,0.0098,0.0394,34.8205,251.4245,100.0000,0.0000,1.3510,1.5367,1.4439,16927339100.0229,50361743547.0000
2005-09-08,49.35,50.12,49.14,49.78,1.53118391131,25094300,0.0000,1.0,1.4326,1.4284,70.2662,89.0361,76.9811,0.0424,0.0054,0.0370,33.5496,244.6970,100.0000,5.0000,1.3543,1.5110,1.4326,16343268280.7560,49746101332.0000
2005-09-07,49.05,49.4,47.92,48.68,1.49734899162,34395500,0.0000,1.0,1.4228,1.4175,67.5027,75.2689,68.9367,0.0379,0.0022,0.0356,32.4693,203.6208,100.0000,0.0000,1.3470,1.4986,1.4228,16128174066.0769,49043460230.0000
2005-09-06,46.69,48.88,46.55,48.8,1.50104007377,29236400,0.0000,1.0,1.4153,1.4091,68.1592,66.6384,67.7222,0.0350,-0.0001,0.0351,31.5039,168.7130,100.0000,0.0000,1.3409,1.4897,1.4153,16102145012.9428,50006535193.0000
2005-09-02,46.3,46.8,46.12,46.22,1.42168180757,7942100,0.0000,1.0,1.4059,1.3994,60.2662,64.9027,67.0320,0.0304,-0.0047,0.0351,30.6202,47.2458,30.0000,0.0000,1.3294,1.4824,1.4059,15339739245.0500,49187915175.0000
2005-09-01,47.0,47.17,46.09,46.26,1.42291216829,12727400,0.0000,1.0,1.4009,1.3971,60.4870,71.6255,59.5555,0.0323,-0.0040,0.0363,30.3478,57.6020,35.0000,5.0000,1.3167,1.4851,1.4009,15496712672.3691,49410294197.0000
2005-08-31,46.79,47.03,46.27,46.89,1.44229034957,14391300,0.0000,1.0,1.3954,1.3944,63.9959,64.5678,46.7914,0.0340,-0.0033,0.0373,30.0611,72.3703,40.0000,10.0000,1.3038,1.4871,1.3954,15740890442.0978,49766661753.0000
2005-08-30,45.99,46.79,45.92,46.57,1.43244746384,18527200,0.0000,1.0,1.3898,1.3893,62.9590,42.4731,35.9618,0.0337,-0.0044,0.0381,29.6218,61.9029,45.0000,15.0000,1.2965,1.4831,1.3898,15486391409.3555,49363704951.0000
2005-08-29,45.27,46.031,45.26,45.84,1.40999338077,9153400,0.0000,1.0,1.3846,1.3848,60.4933,33.3333,32.0761,0.0339,-0.0053,0.0392,29.2403,33.3292,50.0000,20.0000,1.2898,1.4794,1.3846,15229991741.8472,48844942833.0000
2005-08-26,46.11,46.34,45.36,45.74,1.40691747898,9323500,0.0000,1.0,1.3798,1.3822,60.1481,32.0789,29.4839,0.0360,-0.0046,0.0406,29.1084,42.3555,55.0000,25.0000,1.2812,1.4785,1.3798,15100680545.4746,48588647377.0000
2005-08-25,46.12,46.49,45.81,46.06,1.41676036471,9866200,0.0000,1.0,1.3751,1.3796,61.7896,30.8162,24.6077,0.0384,-0.0033,0.0417,28.8984,60.0522,60.0000,30.0000,1.2730,1.4772,1.3751,15159285461.1245,48849705638.0000
2005-08-24,45.6,47.12,45.59,45.77,1.40784024952,20431100,0.0000,1.0,1.3716,1.3756,60.8702,25.5566,24.2788,0.0399,-0.0026,0.0425,28.3559,68.2959,65.0000,35.0000,1.2707,1.4725,1.3716,15232411487.0701,48573451762.0000
2005-08-23,45.85,46.1,45.32,45.74,1.40691747898,10557300,0.0000,1.0,1.3689,1.3723,60.7775,17.4504,31.2074,0.0421,-0.0011,0.0432,27.7849,56.8798,70.0000,40.0000,1.2691,1.4687,1.3689,15669877830.2069,48001380390.0000
2005-08-22,46.15,46.75,45.26,45.87,1.41091615131,13847600,0.0000,1.0,1.3656,1.3686,61.3763,29.8293,47.0552,0.0445,0.0010,0.0435,27.5152,74.9933,75.0000,45.0000,1.2668,1.4645,1.3656,15647139007.4388,48296985085.0000
2005-08-19,46.25,46.7,45.77,45.83,1.40968579059,13448900,0.0000,1.0,1.3625,1.3641,61.2648,46.3425,61.9826,0.0464,0.0032,0.0432,27.2314,92.7210,80.0000,50.0000,1.2656,1.4594,1.3625,15717399383.4828,47909251898.0000
2005-08-18,46.91,47.0,45.75,46.3,1.424142529,15805700,0.0000,1.0,1.3597,1.3594,63.3059,64.9939,73.6171,0.0483,0.0059,0.0424,26.5897,122.7730,85.0000,55.0000,1.2652,1.4541,1.3597,16045379336.8835,48285821474.0000
2005-08-17,46.4,47.44,46.37,47.15,1.45028769422,17847300,0.0000,1.0,1.3550,1.3525,67.1497,74.6114,81.7556,0.0486,0.0076,0.0409,25.9141,192.1812,90.0000,60.0000,1.2646,1.4454,1.3550,16098486542.0893,48728381516.0000
2005-08-16,47.39,47.5,46.21,46.25,1.42260457811,19200800,0.0000,1.0,1.3496,1.3422,65.0129,81.2461,83.2856,0.0456,0.0065,0.0390,24.7859,234.8173,95.0000,0.0000,1.2704,1.4288,1.3496,15869640560.5199,48228656617.0000
