,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Middle Band,Real Upper Band,Chaikin A/D,OBV
2021-02-18,589.16,594.93,583.0,593.16,592.970556321,5852020,0.0000,1.0,559.7212,567.9560,59.7078,60.9779,76.3235,13.4223,5.1125,18.5348,15.5895,79.8756,25.0000,90.0000,499.0177,559.7212,620.4247,1005881820.5551,3290869215.0000
2021-02-17,606.84,608.9407,591.2,596.24,596.049572629,6786368,0.0000,1.0,556.7956,565.3228,60.5761,76.6635,85.8508,12.1442,6.5889,18.7330,15.2912,113.4625,30.0000,95.0000,497.1533,556.7956,616.4379,1001766275.8940,3296721235.0000
2021-02-16,602.57,614.9,598.0,613.21,613.014152744,8048988,0.0000,1.0,553.0353,562.0884,65.5668,91.3291,89.6384,10.4969,7.9031,18.4001,14.6483,162.5285,35.0000,100.0000,494.2903,553.0353,611.7804,1004696731.2500,3303507603.0000
2021-02-12,602.0,611.6455,591.0,598.45,598.258866798,9368937,0.0000,1.0,548.0954,556.7278,63.0515,89.5599,88.3485,8.5212,7.4590,15.9802,13.6875,175.8426,40.0000,100.0000,493.9173,548.0954,602.2735,998257540.8499,3295458615.0000
2021-02-11,599.21,610.89,597.0,610.03,609.835168373,11270693,0.0000,1.0,544.5745,552.3562,66.6820,88.0262,84.9669,6.6564,7.5050,14.1614,12.7455,241.6164,45.0000,100.0000,494.9312,544.5745,594.2178,1000864851.2824,3304827552.0000
2021-02-10,578.53,596.2,573.655,590.57,590.381383516,12047762,0.0000,1.0,541.1376,546.3057,63.3092,87.4594,82.0630,4.7802,5.6751,10.4553,11.5074,226.6941,50.0000,100.0000,501.5417,541.1376,580.7335,990989809.2517,3293556859.0000
2021-02-09,573.625,583.33,568.9,570.53,570.347783899,7128078,0.0000,1.0,538.5794,541.6662,59.2762,79.4150,75.3426,3.3614,4.1923,7.5537,10.5069,210.6137,55.0000,100.0000,506.0617,538.5794,571.0972,984959248.4099,3281509097.0000
2021-02-08,549.0886,578.95,549.0886,577.55,577.365541849,10865571,0.0000,1.0,537.2963,538.6471,61.5268,79.3146,74.7654,2.3133,3.4668,5.7801,9.7507,205.8129,60.0000,100.0000,508.0315,537.2963,566.5612,990476963.6739,3288637175.0000
2021-02-05,549.0,549.49,541.83,543.64,543.466372038,4228841,0.0000,1.0,534.9731,534.5715,53.4091,67.2983,71.7864,1.4466,1.2711,2.7177,9.0613,70.4651,65.0000,45.0000,512.1276,534.9731,557.8185,980630219.6140,3277771604.0000
2021-02-04,541.24,546.94,533.5145,546.57,546.395436254,5033462,0.0000,1.0,534.4792,533.6352,54.3504,77.6834,68.1389,1.1289,1.0921,2.2210,9.1808,58.0728,0.0000,50.0000,511.9649,534.4792,556.9936,982860574.3978,3282000445.0000
2021-02-03,545.44,557.27,540.66,541.22,541.047144939,6135232,0.0000,1.0,532.3804,532.2920,52.9108,70.3774,52.8639,0.8558,0.4006,1.2564,9.3921,93.2089,5.0000,55.0000,507.0506,532.3804,557.7103,978104551.7392,3276966983.0000
2021-02-02,535.95,542.88,531.4199,542.27,542.096809589,5451603,0.0000,1.0,532.1290,531.3704,53.2237,56.3560,35.3797,0.7557,-0.2040,0.5517,9.3454,49.1710,10.0000,60.0000,507.0497,532.1290,557.2083,983826089.5886,3283102215.0000
2021-02-01,522.1335,530.83,516.11,529.48,529.310894465,5430108,0.0000,1.0,531.2428,530.2413,49.7868,31.8582,24.9262,0.8067,-1.2695,-0.4628,9.7804,-49.3457,15.0000,65.0000,506.3833,531.2428,556.1022,978954844.1476,3277650612.0000
2021-01-29,523.0,533.39,516.4602,519.59,519.424053137,6788801,0.0000,1.0,530.8789,530.3392,46.9219,17.9247,27.6938,1.1241,-1.5731,-0.4491,9.8896,-64.5369,20.0000,70.0000,505.7059,530.8789,556.0519,974520747.8049,3272220504.0000
2021-01-28,519.85,533.59,518.42,522.04,521.873270655,5707899,0.0000,1.0,531.1908,531.4882,47.5605,24.9957,42.3155,1.5173,-0.9357,0.5816,10.0164,-53.0711,25.0000,75.0000,506.4422,531.1908,555.9394,978799467.2482,3279009305.0000
2021-01-27,529.2,529.31,511.75,516.71,516.544972952,9281821,0.0000,1.0,530.9754,532.5003,46.0428,40.1610,59.9616,1.7513,-0.1119,1.6394,10.2144,-88.7338,30.0000,80.0000,505.8342,530.9754,556.1165,981783227.2395,3273301406.0000
2021-01-26,543.2176,545.79,535.5,537.41,537.238361778,4099510,0.0000,1.0,530.9399,534.1798,51.5471,61.7898,72.1929,1.7792,1.7289,3.5081,10.2648,60.3904,35.0000,85.0000,505.7155,530.9399,556.1643,985821559.3832,3282583227.0000
2021-01-25,551.27,553.14,529.4592,546.13,545.955576781,6277779,0.0000,1.0,530.0572,533.8578,54.1371,77.9340,71.0740,1.3470,2.3883,3.7353,10.4566,91.2330,40.0000,90.0000,504.5423,530.0572,555.5720,988399191.0355,3286682737.0000
2021-01-22,549.6035,553.6693,545.09,548.5,548.324819849,6170464,0.0000,1.0,528.7696,532.5844,54.8487,76.8548,54.8406,0.7500,2.3334,3.0834,10.6584,149.2762,45.0000,95.0000,504.0058,528.7696,553.5333,985838113.3960,3292960516.0000
2021-01-21,536.7442,559.9743,530.1201,554.7,554.522839691,8458490,0.0000,1.0,527.9013,530.9275,56.7008,58.4332,33.4573,0.1666,1.7986,1.9652,10.2200,170.1057,50.0000,100.0000,504.7776,527.9013,551.0251,987103449.4167,3299130980.0000
2021-01-20,524.47,537.22,522.27,534.63,534.459249656,6464272,0.0000,1.0,526.8312,528.4437,51.6833,29.2337,22.6751,-0.2830,0.1614,-0.1217,9.7585,38.7768,55.0000,70.0000,506.9860,526.8312,546.6764,981633658.7492,3290672490.0000
2021-01-19,520.65,523.7593,513.76,521.01,520.843599617,5654672,0.0000,1.0,526.6437,527.8105,47.7823,12.7051,28.7788,-0.3234,-0.4173,-0.7406,10.0392,-75.3423,60.0000,75.0000,507.0207,526.6437,546.2668,977409181.3278,3284208218.0000
2021-01-15,529.12,533.01,513.94,514.38,514.215717109,6944532,0.0000,1.0,527.2755,528.5439,45.7570,26.0866,46.8464,-0.2191,0.0855,-0.1336,10.2352,-75.3771,65.0000,80.0000,507.6265,527.2755,546.9246,974864004.9381,3278553546.0000
2021-01-14,543.0,543.99,527.22,528.01,527.841363954,7078007,0.0000,1.0,528.0413,530.0521,49.5071,47.5448,60.9777,-0.2404,1.5585,1.3180,10.4485,48.8688,70.0000,85.0000,509.3158,528.0413,546.7668,981488076.1009,3285498078.0000
2021-01-13,539.5986,544.9999,535.4001,541.27,541.09712897,5250711,0.0000,1.0,528.3617,530.2848,53.5643,66.9079,68.5906,-0.6301,2.3943,1.7643,10.7739,127.7281,75.0000,90.0000,509.4426,528.3617,547.2808,987899222.5721,3292576085.0000
2021-01-12,550.1,550.18,533.8,539.39,539.217729405,7178074,0.0000,1.0,527.9158,529.1467,53.0460,68.4803,61.6784,-1.2286,2.1872,0.9585,10.7338,148.4618,80.0000,95.0000,509.8157,527.9158,546.0160,986728727.1930,3287325374.0000
2021-01-11,536.75,558.44,534.5,544.86,544.685982394,12975720,0.0000,1.0,526.9731,528.0866,54.7347,70.3836,54.7594,-1.7754,1.8830,0.1075,10.6917,213.3424,85.0000,100.0000,509.3686,526.9731,544.5777,989007480.8434,3294503448.0000
2021-01-08,534.5,536.8399,521.68,531.07,530.90038665,7313215,0.0000,1.0,525.6751,526.3393,50.9988,46.1714,43.6857,-2.2462,0.7092,-1.5370,10.6156,52.7835,90.0000,80.0000,509.7364,525.6751,541.6137,990752753.1241,3281527728.0000
2021-01-07,518.7,535.11,515.4601,533.76,533.589527517,11537037,0.0000,1.0,524.9833,525.8592,51.7909,47.7231,47.5822,-2.4235,0.2135,-2.2100,10.9409,36.5813,95.0000,85.0000,508.8125,524.9833,541.1540,989006397.9620,3288840943.0000
2021-01-06,528.9,529.8,503.44,504.58,504.418847037,14510575,0.0000,1.0,524.9953,525.0454,42.6039,37.1626,51.5531,-2.4768,-0.8339,-3.3107,11.2034,-146.1029,100.0000,0.0000,508.7987,524.9953,541.1919,979054610.7541,3277303906.0000
2021-01-05,523.99,537.74,523.48,536.19,536.018751422,8068998,0.0000,1.0,526.9791,527.2167,52.9975,57.8609,58.1525,-2.2684,0.5711,-1.6973,11.2324,59.1519,75.0000,5.0000,511.6534,526.9791,542.3049,992310098.0827,3291814481.0000
2021-01-04,524.17,546.0999,518.5,524.54,524.372472204,14016045,0.0000,1.0,527.2860,526.2901,48.6077,59.6356,53.1614,-2.4112,-0.4197,-2.8308,11.4954,23.1792,80.0000,10.0000,511.0309,527.2860,543.5412,985995230.0833,3283745483.0000
2020-12-31,525.46,526.045,516.6,522.2,522.033219554,4810610,0.0000,1.0,527.8509,526.4920,47.6753,56.9608,40.5841,-2.3062,-0.7443,-3.0506,11.7722,-62.1867,85.0000,15.0000,511.2584,527.8509,544.4434,993876694.0307,3269729438.0000
2020-12-30,519.6124,528.55,515.87,525.83,525.662060203,5634929,0.0000,1.0,528.8215,526.9613,48.9851,42.8876,26.4735,-2.1202,-0.9284,-3.0485,11.7042,-52.5522,90.0000,20.0000,511.4509,528.8215,546.1920,992982822.0822,3274540048.0000
2020-12-29,517.0,522.9,513.69,517.73,517.564647184,4259304,0.0000,1.0,529.3018,527.0981,45.8302,21.9040,21.8989,-1.8881,-1.4830,-3.3711,11.6326,-110.5471,95.0000,25.0000,511.7767,529.3018,546.8270,989765402.0544,3268905119.0000
2020-12-28,522.5,522.5,510.527,516.0,515.835199713,5286655,0.0000,1.0,530.2100,528.1016,45.1419,14.6289,31.1708,-1.5173,-1.3919,-2.9092,11.2285,-147.5895,100.0000,30.0000,513.3417,530.2100,547.0783,990287987.6704,3264645815.0000
2020-12-24,521.49,525.3,517.55,519.75,519.584002036,2447088,0.0000,1.0,530.9244,529.3928,46.3549,29.1638,47.4971,-1.1693,-0.9320,-2.1014,10.7797,-120.2233,55.0000,35.0000,515.3946,530.9244,546.4541,990741457.5341,3269932470.0000
2020-12-23,530.24,531.0,520.2,520.37,520.20380402,4478569,0.0000,1.0,531.3983,530.4253,46.5513,49.7198,60.6116,-0.9363,-0.4851,-1.4214,10.5874,-92.4777,60.0000,40.0000,516.7270,531.3983,546.0696,991799231.0567,3272379558.0000
2020-12-22,532.77,533.4899,522.1552,531.13,530.960367487,4657872,0.0000,1.0,531.2876,531.5013,50.0487,63.6079,65.9830,-0.8150,0.2192,-0.5959,10.4947,-23.8010,65.0000,45.0000,516.2513,531.2876,546.3240,996136808.0700,3276858127.0000
2020-12-21,522.99,534.8,518.7,533.29,533.119677625,7558304,0.0000,1.0,531.0034,531.5582,50.7761,68.5072,70.3524,-0.8698,0.2411,-0.6288,10.4771,-22.1623,70.0000,50.0000,515.7398,531.0034,546.2670,993418486.6768,3281515999.0000
2020-12-18,535.16,536.2,522.82,530.88,530.710447332,8551616,0.0000,1.0,530.5067,531.3938,50.0059,65.8340,71.0628,-0.9301,0.0486,-0.8815,10.4586,-9.2141,75.0000,55.0000,514.9082,530.5067,546.1053,987277951.5020,3273957695.0000
2020-12-17,534.67,535.18,527.14,533.65,533.479562648,5784597,0.0000,1.0,530.8351,531.4658,50.8752,76.7161,67.7200,-0.9423,-0.0037,-0.9459,10.5995,12.9646,80.0000,60.0000,514.9592,530.8351,546.7110,985526723.7111,3282509311.0000
2020-12-16,536.8999,537.49,528.5,529.7,529.530824201,5577867,0.0000,1.0,531.0020,531.2538,49.6904,70.6383,52.9810,-0.9413,-0.3550,-1.2963,10.9186,9.0803,85.0000,65.0000,514.9492,531.0020,547.0549,981943727.0620,3276724714.0000
2020-12-15,537.59,538.56,527.47,534.42,534.249316726,4837148,0.0000,1.0,531.3534,531.4352,51.0891,55.8057,34.1153,-0.8526,-0.4701,-1.3227,11.3080,23.0720,90.0000,70.0000,515.1379,531.3534,547.5689,986032508.3229,3282302581.0000
2020-12-14,523.515,535.55,523.1,532.35,532.179977843,6753947,0.0000,1.0,531.6547,531.1389,50.5087,32.4990,20.5214,-0.7351,-1.0825,-1.8175,11.7179,-13.3788,95.0000,75.0000,515.0167,531.6547,548.2928,984806864.8708,3277465433.0000
2020-12-11,518.69,520.8,512.92,520.53,520.363752919,5231641,0.0000,1.0,531.6233,531.0293,47.1036,14.0413,21.5305,-0.4644,-1.7476,-2.2120,12.0311,-145.3456,100.0000,0.0000,514.9870,531.6233,548.2596,981524826.3691,3270711486.0000
2020-12-10,514.76,522.7499,513.975,518.89,518.724276703,5194118,0.0000,1.0,532.5020,532.1520,46.6196,15.0239,37.2371,-0.0276,-1.4526,-1.4802,11.7344,-164.8584,100.0000,5.0000,516.4927,532.5020,548.5113,976651698.8396,3265479845.0000
2020-12-09,532.02,536.56,514.7295,517.23,517.064806875,10032530,0.0000,1.0,533.3852,533.5655,46.1456,35.5265,56.7387,0.3356,-0.6933,-0.3577,11.4556,-139.5703,0.0000,10.0000,518.6125,533.3852,548.1579,976027154.5259,3260285727.0000
2020-12-08,543.4,543.95,531.26,534.0,533.829450865,6798022,0.0000,1.0,533.0562,535.3024,50.4438,61.1610,70.0913,0.5089,0.7403,1.2492,11.1850,39.2627,5.0000,0.0000,516.6422,533.0562,549.4701,983761400.8153,3270318257.0000
2020-12-07,544.05,549.25,540.0,544.27,544.096170829,5581081,0.0000,1.0,533.6094,535.4574,53.3339,73.5286,74.2657,0.3238,1.2513,1.5751,11.4400,105.9882,10.0000,5.0000,516.4019,533.6094,550.8168,987623791.5661,3277116279.0000
2020-12-04,537.94,542.3999,535.5476,542.33,542.156790427,5056085,0.0000,1.0,535.5106,534.5481,52.8491,75.5843,78.4194,0.0110,0.9118,0.9228,12.0329,35.4816,15.0000,10.0000,508.4864,535.5106,562.5347,988052177.2423,3271535198.0000
2020-12-03,543.5,546.4,533.16,535.84,535.668863205,4988016,0.1600,1.0,536.7052,533.7472,51.2393,73.6841,79.6794,-0.2169,0.4912,0.2743,12.3852,8.8418,20.0000,15.0000,506.6670,536.7052,566.7434,983099246.0271,3266479113.0000
2020-12-02,534.02,546.9377,529.37,541.78,541.445292365,7084030,0.0000,1.0,537.4932,533.5449,52.7630,85.9899,79.2324,-0.3397,0.4428,0.1031,12.7561,10.8451,0.0000,20.0000,506.7857,537.4932,568.2008,986067944.3719,3271467129.0000
2020-12-01,539.69,541.15,529.13,535.6,535.269110322,7412379,0.0000,1.0,536.4439,532.7133,51.2917,79.3642,64.9255,-0.4504,-0.2547,-0.7051,13.1466,-8.2825,0.0000,25.0000,504.9246,536.4439,567.9631,983143514.2658,3264383099.0000
2020-11-30,530.6,536.5,518.8941,536.06,535.728826138,7173800,0.0000,1.0,534.8264,532.4443,51.4050,72.3431,48.3119,-0.3867,-0.7107,-1.0974,13.3426,-25.9022,0.0000,30.0000,500.0772,534.8264,569.5755,982576177.4377,3271795478.0000
2020-11-27,535.0,536.3,526.8218,530.45,530.122291954,4181880,0.0000,1.0,533.0925,532.0985,50.1296,43.0694,28.0952,-0.2091,-1.4200,-1.6291,13.3733,-13.0610,5.0000,35.0000,495.3634,533.0925,570.8215,975760947.2351,3264621678.0000
2020-11-25,521.3,530.7756,520.8,529.39,529.062946814,6497910,0.0000,1.0,532.6182,532.3065,49.8936,29.5232,23.4604,0.1460,-1.8591,-1.7131,13.6442,-30.5224,10.0000,40.0000,494.5153,532.6182,570.7212,976741228.4051,3260439798.0000
2020-11-24,525.7,526.48,515.4,518.31,517.989791955,8568883,0.0000,1.0,531.4035,532.6480,47.4223,11.6929,26.8065,0.6107,-2.2983,-1.6876,13.7264,-58.5904,15.0000,45.0000,491.4218,531.4035,571.3852,972048423.6816,3253941888.0000
2020-11-23,526.8452,535.3,520.62,525.6,525.275288248,9033855,0.0000,1.0,532.2810,534.1909,48.9307,29.1652,42.1040,1.1853,-1.6883,-0.5030,13.6536,-29.4534,20.0000,50.0000,492.7476,532.2810,571.8144,976116323.0116,3262510771.0000
2020-11-20,538.16,539.7799,522.6,523.51,523.186579434,8527245,0.0000,1.0,532.2835,535.1294,48.4844,39.5614,53.2941,1.6074,-1.3329,0.2744,13.7208,-23.7740,25.0000,55.0000,492.7518,532.2835,571.8151,979020941.2397,3253476916.0000
2020-11-19,528.51,539.5,524.0,537.61,537.277868559,14148355,0.0000,1.0,533.2878,536.3866,51.3610,57.5853,58.8111,1.9406,-0.4652,1.4755,13.8456,-0.9493,30.0000,60.0000,493.7110,533.2878,572.8646,986644829.0662,3262004161.0000
2020-11-18,538.61,544.23,527.4,537.15,536.818152744,12773133,0.0000,1.0,533.1294,536.2927,51.2714,62.7355,56.3413,2.0569,-0.5047,1.5522,14.0142,11.2510,35.0000,65.0000,493.5924,533.1294,572.6664,975946847.0936,3247855806.0000
2020-11-17,542.1,543.85,532.1549,536.89,536.55831337,7800699,0.0000,1.0,533.3213,536.2374,51.2232,56.1124,47.7456,2.1831,-0.5088,1.6743,14.2795,15.7426,40.0000,70.0000,493.6775,533.3213,572.9652,973920449.8797,3235082673.0000
2020-11-16,526.9,545.98,526.2401,540.61,540.276015182,10344370,0.0000,1.0,533.7675,536.2037,51.9220,50.1761,38.5195,2.3103,-0.4780,1.8323,14.6806,13.1929,45.0000,75.0000,493.7885,533.7675,573.7466,975404470.9827,3242883372.0000
2020-11-13,545.0911,546.7499,522.37,531.88,531.551408511,8669058,0.0000,1.0,533.7326,535.7750,50.4138,36.9482,32.2789,2.4298,-0.8010,1.6288,15.1029,-6.9991,50.0000,80.0000,493.7751,533.7326,573.6900,970688221.3784,3232539002.0000
2020-11-12,539.1569,550.64,532.64,538.27,537.937460816,9165875,0.0000,1.0,534.7609,536.2196,51.5380,28.4341,37.1703,2.6300,-0.3964,2.2336,15.5474,18.1378,55.0000,85.0000,494.0298,534.7609,575.4920,972594106.3069,3241208060.0000
2020-11-11,522.15,537.395,517.93,536.72,536.388418395,10118586,0.0000,1.0,535.7868,536.0387,51.2877,31.4544,54.2720,2.7291,-0.4062,2.3229,16.2583,-26.5047,60.0000,90.0000,493.7740,535.7868,577.7996,976026217.2793,3232042185.0000
2020-11-10,544.26,544.26,505.13,510.8,510.484431577,16101680,0.0000,1.0,537.1405,536.0019,46.9333,51.6223,75.7678,2.8307,-0.2698,2.5609,16.6602,-73.1633,65.0000,95.0000,493.4271,537.1405,580.8538,966609408.3715,3221923599.0000
2020-11-09,582.1,587.66,544.43,545.23,544.89316098,14574447,0.0000,1.0,540.0951,538.6880,52.9006,79.7393,87.8928,2.8981,2.5667,5.4648,17.0832,68.6215,70.0000,100.0000,496.0013,540.0951,584.1889,978044769.6598,3238025279.0000
2020-11-06,564.39,583.55,555.8,582.48,582.120148209,9583732,0.0000,1.0,541.2849,538.0348,60.8528,95.9417,83.2414,2.2565,3.3319,5.5883,17.4318,121.9388,75.0000,100.0000,495.4863,541.2849,587.0835,992079796.9235,3252599726.0000
2020-11-05,566.5,573.56,559.64,566.4,566.050082313,7975708,0.0000,1.0,539.6874,533.3943,58.2809,87.9974,64.1867,1.4235,0.4509,1.8744,17.4448,104.9032,80.0000,15.0000,497.6209,539.6874,581.7539,983235134.7065,3243015994.0000
2020-11-04,535.57,553.1,533.475,551.77,551.429120617,10255732,0.0000,1.0,539.0453,529.9568,55.7693,65.7851,43.7071,1.3108,-2.5678,-1.2570,17.6918,25.7504,85.0000,20.0000,498.2347,539.0453,579.8558,983464321.7174,3235040286.0000
2020-11-03,508.34,524.2,504.11,520.78,520.458266008,6822527,0.0000,1.0,539.3846,527.6966,49.6723,38.7776,28.0847,1.9527,-5.6996,-3.7469,18.4859,-96.6137,90.0000,25.0000,498.0582,539.3846,580.7109,974598666.0039,3224784554.0000
2020-11-02,506.31,513.4663,495.8,503.23,502.919108267,7491316,0.0000,1.0,540.8177,528.4585,45.6409,26.5588,24.8842,3.3776,-7.0946,-3.7170,18.6479,-161.7112,95.0000,30.0000,500.2348,540.8177,581.4005,970098990.4062,3217962027.0000
2020-10-30,514.0,517.455,492.0,501.36,501.050263539,10434900,0.0000,1.0,542.9399,531.1468,45.1965,18.9177,23.0018,5.1513,-6.9902,-1.8389,18.3945,-198.4216,100.0000,35.0000,506.2544,542.9399,579.6253,971288989.4487,3210470711.0000
2020-10-29,513.54,527.71,510.0,520.96,520.638154805,8002046,0.0000,1.0,543.9957,534.3149,49.2014,29.1762,28.7807,6.8988,-6.1236,0.7752,18.1277,-140.3068,95.0000,40.0000,511.1824,543.9957,576.8091,974049902.8841,3220905611.0000
2020-10-28,527.92,530.4,504.36,505.08,504.76796535,9412952,0.0000,1.0,545.1760,535.7545,45.4832,20.9116,27.4678,8.4297,-6.3236,2.1061,18.3227,-200.2041,100.0000,45.0000,514.1592,545.1760,576.1928,972147666.0876,3212903565.0000
2020-10-27,532.24,537.68,527.66,535.87,535.538943518,6262992,0.0000,1.0,546.9819,539.0163,52.5708,36.2543,29.2445,10.0106,-4.6205,5.3901,18.5280,-94.1069,0.0000,50.0000,521.9595,546.9819,572.0042,981040086.1801,3222316517.0000
2020-10-26,537.08,547.7117,521.54,525.65,525.325257358,8422358,0.0000,1.0,546.6401,539.3823,50.1198,25.2377,23.4423,11.1657,-4.7955,6.3702,19.4652,-103.5118,0.0000,55.0000,520.8276,546.6401,572.4525,977039771.9292,3216053525.0000
2020-10-23,538.0,543.73,531.65,543.61,543.274161804,5837107,0.0000,1.0,546.4277,540.8620,54.8521,26.2416,20.7720,12.3646,-3.7962,8.5684,20.4516,-44.4362,0.0000,60.0000,519.8585,546.4277,572.9969,982816838.1536,3224475883.0000
2020-10-22,540.9,544.47,529.27,534.44,534.109826962,7261986,0.0000,1.0,544.9956,540.6081,52.6852,18.8478,16.7696,13.3136,-3.8917,9.4219,21.2166,-49.3398,0.0000,65.0000,515.0302,544.9956,574.9610,977095700.1669,3218638776.0000
2020-10-21,545.0,551.66,539.1001,540.99,540.655780421,5489933,0.0000,1.0,542.9708,541.2921,54.4588,17.2265,17.3939,14.2866,-2.9791,11.3074,22.0218,3.5264,5.0000,70.0000,505.7442,542.9708,580.1975,979417624.6378,3225900762.0000
2020-10-20,543.34,551.99,540.2801,545.82,545.482796483,5730301,0.0000,1.0,540.1706,541.3591,55.7742,14.2346,24.5047,15.0313,-2.1483,12.8830,22.5218,20.2086,10.0000,75.0000,495.0747,540.1706,585.2665,983255406.8439,3231390695.0000
2020-10-19,556.115,559.3399,536.27,539.91,539.576447637,7451714,0.0000,1.0,538.1563,540.9251,54.4966,20.7206,41.2672,15.5684,-1.3532,14.2152,23.0057,22.8706,0.0000,80.0000,490.6549,538.1563,585.6578,983563749.5847,3225660394.0000
2020-10-16,561.47,564.86,551.7,552.46,552.11869434,6065990,0.0000,1.0,536.1965,541.0670,57.8690,38.5588,60.0236,15.9067,0.4035,16.3102,23.5151,60.9998,5.0000,85.0000,485.9370,536.1965,586.4561,988663980.5731,3233112108.0000
2020-10-15,552.4272,560.23,550.71,558.8,558.454777536,6680628,0.0000,1.0,532.9540,539.9037,59.6402,64.5222,72.3411,15.8058,1.6641,17.4699,23.5007,66.8312,10.0000,90.0000,478.9906,532.9540,586.9174,994029339.5099,3239178098.0000
2020-10-14,571.62,573.71,558.4,563.81,563.461682395,6916178,0.0000,1.0,529.9429,537.9509,61.0428,76.9897,74.5354,15.3898,2.6610,18.0508,23.5940,96.6937,15.0000,95.0000,475.2908,529.9429,584.5950,989355706.8955,3245858726.0000
2020-10-13,571.86,573.9399,560.745,569.93,569.577901505,8615078,0.0000,1.0,526.7834,535.2656,62.7555,75.5115,72.7202,14.7245,3.2954,18.0199,23.4067,115.1754,20.0000,100.0000,472.9475,526.7834,580.6192,991384030.8161,3252774904.0000
2020-10-12,559.58,573.88,556.5,569.04,568.68845134,10868595,0.0000,1.0,524.2704,531.6538,62.6105,71.1051,71.8521,13.9007,3.1950,17.0957,23.1222,126.5086,25.0000,100.0000,474.0916,524.2704,574.4492,988005157.9063,3244159826.0000
2020-10-09,550.68,552.97,546.43,550.51,550.169899036,8672273,0.0000,1.0,521.5646,527.7554,59.4928,71.5440,73.9305,13.1019,2.6560,15.7579,22.8238,93.1411,0.0000,85.0000,475.5989,521.5646,567.5303,983189957.5900,3233291231.0000
2020-10-08,563.0,563.38,550.32,553.55,553.208020947,9472522,0.0000,1.0,518.3701,525.3960,60.2762,72.9071,69.9902,12.4380,3.2688,15.7067,22.9506,122.7287,5.0000,90.0000,471.9224,518.3701,564.8177,981041779.8732,3241963504.0000
2020-10-07,559.99,564.77,554.54,558.56,558.214925806,10452129,0.0000,1.0,515.3179,522.4684,61.5449,77.3405,68.6395,11.6208,3.4828,15.1036,22.9494,152.0064,10.0000,95.0000,470.4324,515.3179,560.2035,985828812.4296,3251436026.0000
2020-10-06,553.2,565.68,546.6,549.46,549.120547718,19610496,0.0000,1.0,512.8215,518.7056,60.0956,59.7230,66.7861,10.7501,2.8543,13.6043,22.8035,158.2072,0.0000,100.0000,472.4278,512.8215,553.2151,988066364.9718,3240983897.0000
2020-10-05,529.44,545.77,528.9106,545.7,545.362870618,11995457,0.0000,1.0,509.1767,515.5040,59.4963,68.8550,76.8029,10.0365,2.3823,12.4188,22.6499,127.8490,5.0000,90.0000,469.3919,509.1767,548.9616,1001797823.3875,3221373401.0000
2020-10-02,529.0,540.78,522.04,522.49,522.167209582,13812397,0.0000,1.0,507.1380,512.3610,55.5852,71.7803,84.6822,9.4409,1.6666,11.1076,22.8997,97.1278,10.0000,0.0000,470.9643,507.1380,543.3117,989901976.3361,3209377944.0000
2020-10-01,550.32,550.5095,538.4301,544.58,544.243562545,13125059,0.0000,1.0,507.0446,511.3287,60.9025,89.7735,92.1112,9.0243,2.6099,11.6341,23.2737,169.5035,15.0000,0.0000,471.0173,507.0446,543.0718,1003051024.4946,3223190341.0000
2020-09-30,526.3,544.9,526.01,541.22,540.885638328,17229603,0.0000,1.0,508.5077,507.8640,60.3545,92.4927,90.1101,8.3718,1.5175,9.8892,23.1359,116.1824,20.0000,5.0000,464.9639,508.5077,552.0514,1002811545.4655,3210065282.0000
2020-09-29,517.5,537.71,517.33,529.03,528.703169219,15575124,0.0000,1.0,509.0883,504.3880,58.3420,94.0673,79.2327,7.9924,-0.1322,7.8602,23.1047,71.8002,25.0000,10.0000,463.5682,509.0883,554.6084,992295011.7137,3192835679.0000
2020-09-28,521.61,522.07,510.0,521.4,521.077882976,14345228,0.0000,1.0,509.3779,501.8286,57.0455,83.7703,63.6865,8.0255,-1.6291,6.3964,23.2197,30.6022,30.0000,15.0000,463.2921,509.3779,555.4636,989987019.8358,3177260555.0000
2020-09-25,497.9,515.34,489.83,514.95,514.631867738,14700407,0.0000,1.0,509.5956,499.8023,55.9443,59.8605,50.4645,8.4327,-3.2212,5.2115,23.6838,-11.9862,35.0000,20.0000,463.2504,509.5956,555.9409,977234385.4994,3162915327.0000
2020-09-24,482.89,502.78,480.56,493.92,493.614859915,18281008,0.0000,1.0,509.0976,498.2413,52.1444,47.4286,43.9304,9.2381,-4.9584,4.2796,24.3293,-66.3820,40.0000,25.0000,462.7655,509.0976,555.4298,962983461.7398,3148214920.0000
2020-09-23,503.02,509.08,483.17,484.95,484.650401514,16175308,0.0000,1.0,509.9397,498.7283,50.4113,44.1044,39.1286,10.4777,-5.3098,5.1679,25.3160,-72.6064,45.0000,30.0000,464.1548,509.9397,555.7246,959281187.3921,3129933912.0000
2020-09-22,503.0,505.9199,486.222,505.51,505.1976997,16161302,0.0000,1.0,511.1841,500.2102,54.7270,40.2582,35.3958,11.8051,-4.6659,7.1392,26.2814,-50.3051,50.0000,35.0000,466.8875,511.1841,555.4806,973234029.2990,3146109220.0000
