,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Middle Band,Real Upper Band,Chaikin A/D,OBV
2021-03-10,121.69,122.17,119.45,119.98,119.98,111943326,0.0000,1.0,126.1453,124.9977,41.4559,26.8058,34.5099,-2.7890,-0.6551,-3.4441,23.1244,-82.5746,90.0000,0.0000,114.8400,126.1453,137.4505,77108922988.0734,94342264700.0000
2021-03-09,119.03,122.06,118.79,121.085,121.085,129525780,0.0000,1.0,126.9468,125.5259,42.5008,22.8649,29.0147,-2.6252,-0.8184,-3.4437,22.3907,-86.7605,95.0000,5.0000,115.2378,126.9468,138.6557,77177241341.4411,94454208026.0000
2021-03-08,120.93,121.0,116.21,116.36,116.36,154376610,0.0000,1.0,127.7380,125.9934,35.9421,23.1403,16.8929,-2.4206,-1.0849,-3.5055,21.5954,-129.4140,100.0000,10.0000,115.5899,127.7380,139.8861,77124955705.4778,94324682246.0000
2021-03-05,120.98,121.935,117.57,121.42,121.42,153766601,0.0000,1.0,128.7580,127.0074,40.6606,36.7432,22.6872,-2.1494,-0.9029,-3.0524,20.5416,-111.0907,100.0000,15.0000,117.1907,128.7580,140.3253,77269663634.2669,94479058856.0000
2021-03-04,121.75,123.6,118.62,120.13,120.13,178154975,0.0000,1.0,129.5462,127.5956,38.7119,49.1645,29.8409,-1.9237,-1.0211,-2.9448,19.5486,-117.0546,65.0000,20.0000,117.9381,129.5462,141.1543,77152181019.2990,94325292255.0000
2021-03-03,124.81,125.71,121.84,122.06,122.06,112966340,0.0000,1.0,130.2267,128.3814,40.6072,55.3251,57.7015,-1.6684,-0.9649,-2.6333,18.5946,-98.2912,70.0000,25.0000,119.3327,130.2267,141.1207,77222298238.3753,94503447230.0000
2021-03-02,128.41,128.72,125.01,125.12,125.12,102260945,0.0000,1.0,130.8631,129.0468,43.8402,47.5277,59.9512,-1.4272,-0.9668,-2.3940,17.8884,-65.9942,75.0000,30.0000,120.4765,130.8631,141.2497,77322420860.1324,94616413570.0000
2021-03-01,123.75,127.93,122.79,127.79,127.79,116307892,0.0000,1.0,131.3041,129.4602,46.9379,42.1674,48.3225,-1.1855,-1.1798,-2.3652,17.4771,-74.9923,80.0000,35.0000,121.1848,131.3041,141.4233,77418617813.7847,94718674515.0000
2021-02-26,122.59,124.85,121.2,121.26,121.26,163424672,0.0000,1.0,131.5027,129.6360,36.5158,38.7653,34.3095,-0.8905,-1.6755,-2.5660,16.8955,-143.2074,85.0000,0.0000,121.5120,131.5027,141.4934,77308645760.2594,94602366623.0000
2021-02-25,124.68,126.4585,120.54,120.99,120.99,144766924,0.0000,1.0,132.2839,130.5177,36.0222,36.9355,43.8701,-0.4717,-1.6484,-2.1201,15.6692,-165.9734,90.0000,0.0000,123.2184,132.2839,141.3494,77466697566.3306,94438941951.0000
2021-02-24,124.94,125.56,122.23,125.35,125.35,111039904,0.0000,1.0,133.3268,131.5206,40.9007,28.7632,38.1163,-0.0596,-1.4329,-1.4925,14.3782,-167.3988,95.0000,5.0000,124.9235,133.3268,141.7301,77589450427.3755,94583708875.0000
2021-02-23,123.76,126.71,118.39,125.86,125.86,158273022,0.0000,1.0,134.2066,132.1701,41.5256,24.1061,28.8200,0.2987,-1.4125,-1.1138,13.1676,-211.8397,100.0000,0.0000,125.6452,134.2066,142.7680,77492415556.3124,94694748779.0000
2021-02-22,128.01,129.72,125.6,126.0,126.0,102886922,0.0000,1.0,135.0489,132.8343,41.6918,20.2432,19.3532,0.6518,-1.3179,-0.6661,11.8931,-177.8798,100.0000,5.0000,126.6242,135.0489,143.4736,77366481973.9038,94853021801.0000
2021-02-19,130.24,130.71,128.8,129.87,129.87,87668834,0.0000,1.0,135.6920,133.5537,46.5860,21.1449,24.1451,0.9812,-1.0805,-0.0993,11.2813,-142.4203,95.0000,10.0000,128.2185,135.6920,143.1654,77449390852.7970,94955908723.0000
2021-02-18,129.2,129.995,127.41,129.71,129.71,96856748,0.0000,1.0,136.0317,133.9415,46.3386,22.1045,17.2312,1.2514,-1.0198,0.2316,11.0518,-185.9107,100.0000,15.0000,129.0460,136.0317,143.0175,77438833872.7865,94868239889.0000
2021-02-17,131.25,132.22,129.47,130.84,130.84,97372199,0.0000,1.0,136.1378,134.3869,47.8249,27.6848,22.0585,1.5063,-0.8395,0.6669,10.6742,-145.1046,0.0000,20.0000,129.4828,136.1378,142.7929,77363334318.7362,94965096637.0000
2021-02-16,135.49,136.01,132.79,133.19,133.19,80576316,0.0000,1.0,135.9778,134.7603,51.0606,33.6682,27.0238,1.7162,-0.6185,1.0976,10.5570,-49.5548,5.0000,25.0000,128.6962,135.9778,143.2593,77363688399.4598,95062468836.0000
2021-02-12,134.35,135.53,133.6921,135.37,135.37,60145130,0.0000,1.0,135.6658,134.9256,54.2982,44.0151,33.9719,1.8708,-0.4786,1.3923,10.9416,-16.9983,10.0000,30.0000,127.4573,135.6658,143.8742,77424245754.9630,95143045152.0000
2021-02-11,135.9,136.39,133.77,135.13,135.13,64280029,0.0000,1.0,135.3331,134.8788,53.9931,58.8705,40.0087,1.9905,-0.4644,1.5261,11.4962,-4.6662,15.0000,35.0000,126.5824,135.3331,144.0839,77374572599.2815,95082900022.0000
2021-02-10,136.48,136.99,134.4,135.39,135.39,72647988,0.0000,1.0,135.1113,134.8523,54.3666,76.3422,58.0645,2.1066,-0.4075,1.6991,12.0928,10.1936,0.0000,40.0000,126.1294,135.1113,144.0932,77372119163.0601,95147180051.0000
2021-02-09,136.62,137.877,135.85,136.01,136.01,75986989,0.0000,1.0,134.7722,134.7957,55.2322,81.6155,78.5382,2.2084,-0.3397,1.8688,12.6382,33.0295,5.0000,45.0000,125.3563,134.7722,144.1881,77389229306.9520,95219828039.0000
2021-02-08,136.03,136.96,134.92,136.91,136.91,71297214,0.0000,1.0,134.4110,134.6679,56.4721,73.8193,92.4237,2.2933,-0.2983,1.9950,12.9808,32.4941,10.0000,50.0000,124.6644,134.4110,144.1576,77453220323.3422,95295815028.0000
2021-02-05,137.35,137.42,135.86,136.76,136.76,75693830,0.2050,1.0,134.1582,134.4319,56.3168,53.3982,73.8844,2.3679,-0.3324,2.0355,13.4732,43.0898,15.0000,55.0000,124.4216,134.1582,143.8947,77385418070.8128,95224517814.0000
2021-02-04,136.3,137.4,134.59,137.39,137.184363889,84183061,0.0000,1.0,133.8564,134.1869,56.8620,36.9453,55.1498,2.4510,-0.3782,2.0728,13.8462,41.1972,0.0000,60.0000,124.0870,133.8564,143.6257,77373772866.1974,95300211644.0000
2021-02-03,135.76,135.77,133.61,133.94,133.739527617,89880937,0.0000,1.0,133.3177,133.8713,53.3820,25.2519,31.1602,2.5456,-0.4984,2.0471,14.2689,14.7156,5.0000,65.0000,123.1612,133.3177,143.4741,77290188972.8510,95216028583.0000
2021-02-02,135.73,136.31,134.61,134.99,134.787956047,82266419,0.0000,1.0,133.1714,133.8852,54.6568,26.6395,24.5259,2.6702,-0.3349,2.3353,14.9307,31.3102,10.0000,70.0000,122.9593,133.1714,143.3834,77352606290.1543,95305909520.0000
2021-02-01,133.75,135.38,130.93,134.14,133.93922827,106239823,0.0000,1.0,132.8928,133.7902,53.8085,38.7464,20.0697,2.7539,-0.1915,2.5624,15.4872,6.8356,15.0000,75.0000,122.5690,132.8928,143.2166,77398094780.7069,95223643101.0000
2021-01-29,135.83,136.74,130.21,131.96,131.762491147,177523812,0.0000,1.0,132.8204,133.7745,51.6023,59.8375,35.3230,2.8018,0.0996,2.9014,16.1922,-0.9522,20.0000,80.0000,122.5067,132.8204,143.1342,77351062769.1614,95117403278.0000
2021-01-28,139.52,141.99,136.7,137.09,136.884812908,142621128,0.0000,1.0,132.9083,133.9863,57.7707,78.1005,60.8465,2.7769,0.7366,3.5135,16.9344,85.8270,25.0000,85.0000,122.6021,132.9083,143.2144,77433435992.8354,95294927090.0000
2021-01-27,143.43,144.3,140.41,142.06,141.847374147,140843759,0.0000,1.0,132.7974,133.6812,64.9124,86.7086,83.3430,2.5927,1.1294,3.7221,16.7745,150.7589,30.0000,90.0000,122.6178,132.7974,142.9770,77555027918.6104,95437548218.0000
2021-01-26,143.6,144.3,141.37,143.16,142.945727741,98390555,0.0000,1.0,132.5293,132.8216,66.6446,88.2256,90.1119,2.3103,1.1186,3.4290,15.9427,184.3771,35.0000,95.0000,123.0596,132.5293,141.9991,77576389825.4812,95578391977.0000
2021-01-25,143.07,145.09,136.54,142.92,142.706086957,157611713,0.0000,1.0,131.9707,131.7559,66.4591,79.3945,86.6709,2.0307,0.8624,2.8931,14.8820,203.8457,40.0000,100.0000,123.7949,131.9707,140.1464,77554562569.2089,95480001422.0000
2021-01-22,136.28,139.85,135.02,139.07,138.861849378,114459360,0.0000,1.0,131.3736,130.6032,63.3527,63.7206,87.8940,1.8151,0.3763,2.1914,13.7655,170.4755,45.0000,100.0000,124.8423,131.3736,137.9049,77476954930.3755,95322389709.0000
2021-01-21,133.8,139.67,133.59,136.87,136.66514219,120529544,0.0000,1.0,131.0146,129.7339,61.4127,41.3961,63.6186,1.7210,-0.0656,1.6554,13.0957,168.2693,0.0000,100.0000,125.4516,131.0146,136.5776,77399463810.8494,95207930349.0000
2021-01-20,128.66,132.49,128.55,132.03,131.832386376,104319489,0.0000,1.0,130.5833,129.0043,56.6123,32.5758,39.6493,1.7374,-0.5666,1.1708,12.4097,7.2707,5.0000,30.0000,125.5247,130.5833,135.6418,77389948320.5195,95087400805.0000
2021-01-19,127.78,128.71,126.938,127.83,127.638672654,90757329,0.0000,1.0,130.3149,128.7066,51.6541,35.3675,20.9206,1.8790,-0.8517,1.0274,12.5803,-86.4243,10.0000,35.0000,124.9876,130.3149,135.6422,77309987696.9745,94983081316.0000
2021-01-15,128.78,130.2242,127.0,127.14,126.949705399,111598531,0.0000,1.0,130.3583,128.8190,50.7762,45.0746,37.1576,2.0920,-0.8356,1.2563,13.1046,-80.1573,15.0000,40.0000,125.1054,130.3583,135.6113,77309373087.4826,94892323987.0000
2021-01-14,130.8,131.0,128.76,128.91,128.717056182,90221755,0.0000,1.0,130.3918,129.0157,53.1272,50.3200,48.0243,2.3009,-0.7004,1.6004,13.6668,-33.6993,20.0000,45.0000,125.2182,130.3918,135.5654,77411280039.6134,95003922518.0000
2021-01-13,128.76,131.45,128.49,130.89,130.694092651,88636831,0.0000,1.0,130.3404,129.0472,55.8767,53.6760,50.0419,2.4760,-0.6395,1.8364,14.2168,-6.3223,0.0000,50.0000,125.0815,130.3404,135.5993,77489418523.8635,95094144273.0000
2021-01-12,128.5,129.69,126.86,128.8,128.607220823,90440255,0.0000,1.0,129.8856,128.8738,53.4615,51.9914,52.8939,2.6359,-0.7263,1.9096,14.7958,-41.8261,0.0000,55.0000,123.3978,129.8856,136.3733,77434319953.2630,95005507442.0000
2021-01-11,129.19,130.17,128.5,128.98,128.786951411,100620880,0.0000,1.0,129.5665,128.9019,53.7020,44.5707,58.0922,2.8174,-0.6297,2.1877,15.4635,-12.2722,0.0000,60.0000,122.2804,129.5665,136.8527,77400764381.6156,95095947697.0000
2021-01-08,132.43,132.63,130.23,132.05,131.852356441,105158245,0.0000,1.0,129.2800,128.9140,57.9241,31.8322,44.9880,2.9749,-0.4823,2.4925,16.1245,44.3937,5.0000,65.0000,121.4623,129.2800,137.0977,77443543318.6447,95196568577.0000
2021-01-07,128.36,131.63,127.86,130.92,130.724047749,109578157,0.0000,1.0,128.7672,128.6047,56.7346,25.5073,30.6318,3.0954,-0.5622,2.5333,16.5274,21.6861,10.0000,70.0000,120.3681,128.7672,137.1663,77389211558.7360,95091410332.0000
2021-01-06,127.72,131.0499,126.382,126.6,126.410513635,155087970,0.0000,1.0,128.4407,128.3816,51.7845,24.1209,19.8768,3.2360,-0.5727,2.6633,17.0989,-12.1311,15.0000,75.0000,119.8654,128.4407,137.0160,77320906872.0324,94981832175.0000
2021-01-05,128.89,131.74,128.43,131.01,130.813913043,97664898,0.0000,1.0,128.2984,128.5891,58.2475,30.2182,26.0134,3.3792,-0.1495,3.2297,17.7857,32.7851,20.0000,80.0000,119.5015,128.2984,137.0953,77461509022.9613,95136920145.0000
2021-01-04,133.52,133.6116,126.76,129.41,129.216307816,143301887,0.0000,1.0,127.8611,128.3549,56.3707,42.5634,26.4726,3.4165,0.0407,3.4572,18.1743,30.4624,25.0000,85.0000,118.7440,127.8611,136.9782,77406922901.7711,95039255247.0000
2020-12-31,134.08,134.74,131.72,132.69,132.491398532,99116586,0.0000,1.0,127.5381,128.2642,61.7789,59.3184,38.1685,3.4064,0.4538,3.8601,18.5833,84.9489,30.0000,90.0000,118.1813,127.5381,136.8948,77439374768.1880,95182557134.0000
2020-12-30,135.58,135.99,133.4,133.72,133.519856898,96452124,0.0000,1.0,127.0583,127.8192,63.5992,73.4458,63.0491,3.2929,0.6918,3.9847,18.1187,117.4575,0.0000,95.0000,117.7830,127.0583,136.3336,77474820434.7178,95281673720.0000
2020-12-29,138.05,138.789,134.3409,134.87,134.668135655,121047324,0.0000,1.0,126.5091,127.2192,65.6509,77.2388,76.7378,3.1200,0.8611,3.9811,17.2800,162.4230,0.0000,100.0000,117.5334,126.5091,135.4849,77547438829.1978,95378125844.0000
2020-12-28,133.99,137.34,133.51,136.69,136.485411602,123124632,0.0000,1.0,125.7193,126.4351,68.9975,76.4917,80.5505,2.9047,0.8970,3.8016,16.1958,182.7868,0.0000,100.0000,116.9774,125.7193,134.4612,77639689076.1692,95499173168.0000
2020-12-24,131.32,133.46,131.1,131.97,131.77247618,54930064,0.0000,1.0,124.7158,125.3771,64.5447,73.9253,74.4280,2.6804,0.6518,3.3323,15.1970,143.5708,0.0000,90.0000,116.5597,124.7158,132.8719,77558356094.6779,95376048536.0000
2020-12-23,132.16,132.43,130.78,130.96,130.76398788,88223692,0.0000,1.0,123.9200,124.7039,63.4783,74.8776,74.4967,2.5175,0.6471,3.1645,14.5709,150.7917,0.0000,95.0000,115.5697,123.9200,132.2703,77572786874.2147,95321118472.0000
2020-12-22,131.61,134.405,129.65,131.88,131.682610886,169351825,0.0000,1.0,123.1317,124.0660,65.1746,77.4966,72.8511,2.3557,0.6514,3.0071,14.0364,186.1248,5.0000,100.0000,114.5412,123.1317,131.7221,77641761760.6991,95409342164.0000
2020-12-21,125.02,128.31,123.449,128.23,128.038073961,121251553,0.0000,1.0,122.2315,123.2643,61.2744,84.6778,77.2850,2.1928,0.4761,2.6690,13.4738,96.1246,10.0000,90.0000,113.6409,122.2315,130.8222,77652268340.8043,95239990339.0000
2020-12-18,128.96,129.1,126.12,126.655,126.465431315,192541496,0.0000,1.0,121.6878,122.7618,59.4110,83.4754,82.3538,2.0738,0.4958,2.5696,13.7123,115.0338,15.0000,95.0000,113.2611,121.6878,130.1145,77535007787.2670,95118738786.0000
2020-12-17,128.9,129.58,128.045,128.7,128.507370496,94359811,0.0000,1.0,121.2877,122.3719,63.1597,74.5586,94.3947,1.9499,0.6156,2.5655,13.4150,153.5721,20.0000,100.0000,113.0485,121.2877,129.5269,77658415256.1676,95311280282.0000
2020-12-16,127.41,128.37,126.56,127.81,127.618702588,98208591,0.0000,1.0,120.7550,121.7261,62.1729,56.4654,73.6776,1.7960,0.5190,2.3150,12.6618,145.3302,25.0000,100.0000,113.0945,120.7550,128.4155,77672246498.8163,95216920471.0000
2020-12-15,124.34,127.9,124.13,127.88,127.688597817,157572262,0.0000,1.0,120.3346,121.1058,62.2976,43.9061,55.6036,1.6662,0.3859,2.0521,12.0350,144.6721,30.0000,100.0000,113.3324,120.3346,127.3368,77634807864.7058,95315129062.0000
2020-12-14,122.6,123.35,121.54,121.78,121.597727887,79075988,0.0000,1.0,119.9562,120.4129,54.7919,42.5230,40.1149,1.5697,0.1099,1.6797,11.4403,54.7472,35.0000,85.0000,113.8201,119.9562,126.0923,77478907456.9159,95157556800.0000
2020-12-11,122.43,122.76,120.55,122.41,122.226784945,86939786,0.0000,1.0,119.8304,120.2882,55.8834,49.4964,35.9997,1.5423,0.2577,1.8000,11.5300,52.0841,40.0000,90.0000,113.7310,119.8304,125.9297,77537013017.1628,95236632788.0000
2020-12-10,120.5,123.87,120.15,123.24,123.055542657,81312170,0.0000,1.0,119.6706,120.0841,57.3124,64.7628,51.4545,1.4778,0.3855,1.8633,11.7304,71.7837,45.0000,95.0000,113.6640,119.6706,125.6772,77477610719.9728,95323572574.0000
2020-12-09,124.53,125.95,121.0,121.78,121.597727887,115089193,0.0000,1.0,119.4834,119.7713,55.4069,75.2730,61.0351,1.3814,0.4512,1.8327,11.9414,94.6409,50.0000,100.0000,113.6805,119.4834,125.2863,77423839768.8290,95242260404.0000
2020-12-08,124.37,124.98,123.09,124.38,124.193836382,82225512,0.0000,1.0,119.1933,119.5791,59.9330,84.0665,81.7988,1.2686,0.6467,1.9153,11.9939,142.4585,55.0000,100.0000,113.2636,119.1933,125.1230,77502658428.2529,95357349597.0000
2020-12-07,122.31,124.57,122.25,123.75,123.564779323,86711990,0.0000,1.0,118.7909,119.0933,59.1651,87.6125,82.9851,1.1070,0.6216,1.7286,11.6107,149.0370,60.0000,100.0000,113.1900,118.7909,124.3918,77472639590.5110,95275124085.0000
2020-12-04,122.6,122.8608,121.52,122.25,122.067024422,78260421,0.0000,1.0,118.5383,118.6226,57.3148,89.4520,87.4156,0.9516,0.5777,1.5292,11.2675,128.5642,65.0000,95.0000,113.3835,118.5383,123.6931,77447224007.2248,95188412095.0000
2020-12-03,123.52,123.78,122.21,122.94,122.755991677,78967630,0.0000,1.0,118.3673,118.2600,58.4726,86.4163,92.4369,0.8071,0.5979,1.4050,11.1630,181.9677,0.0000,100.0000,113.4717,118.3673,123.2630,77440266487.7248,95266672516.0000
2020-12-02,122.02,123.37,120.89,123.08,122.895782134,89004195,0.0000,1.0,117.9585,117.7868,58.7012,77.2686,88.5034,0.6577,0.4982,1.1558,10.9136,179.1931,0.0000,95.0000,113.2346,117.9585,122.6824,77445799251.5922,95345640146.0000
2020-12-01,121.01,123.4693,120.01,122.72,122.536320958,125920963,0.0000,1.0,117.3180,117.2490,58.3030,64.8317,78.3086,0.5331,0.2737,0.8068,10.7103,156.6642,0.0000,100.0000,112.0077,117.3180,122.6282,77377610553.8439,95256635951.0000
2020-11-30,116.97,120.97,116.81,119.05,118.871813967,169410176,0.0000,1.0,116.6121,116.6924,54.0085,48.7619,64.9939,0.4647,-0.0786,0.3861,10.4963,62.7446,5.0000,30.0000,110.5628,116.6121,122.6615,77306239689.1688,95130714988.0000
2020-11-27,116.57,117.49,116.22,116.59,116.41549593,46691331,0.0000,1.0,116.0940,116.4630,50.7805,32.6315,51.1927,0.4844,-0.2677,0.2167,10.6273,11.8632,10.0000,35.0000,109.1926,116.0940,122.9954,77293208137.1500,94961304812.0000
2020-11-25,115.55,116.75,115.17,116.03,115.8563341,76499234,0.0000,1.0,116.0207,116.4680,50.0219,22.0010,30.0991,0.5513,-0.3039,0.2474,11.0397,-4.9154,15.0000,40.0000,109.1033,116.0207,122.9380,77312693495.7389,94914613481.0000
2020-11-24,113.91,115.85,112.59,115.17,114.99762129,113226248,0.0000,1.0,115.7700,116.5324,48.8722,18.8110,16.6028,0.6272,-0.2873,0.3400,11.3423,-33.3666,20.0000,45.0000,108.4929,115.7700,123.0471,77305915082.5702,94838114247.0000
2020-11-23,117.18,117.6202,113.75,113.85,113.679596977,127959318,0.0000,1.0,115.8313,116.6940,47.0978,25.9149,19.3012,0.6991,-0.1585,0.5406,11.5008,-23.3789,25.0000,50.0000,108.5606,115.8313,123.1021,77239924324.5556,94724887999.0000
2020-11-20,118.64,118.77,117.29,117.34,117.16437338,73604287,0.0000,1.0,115.8813,117.0113,51.5955,37.2484,20.5292,0.7387,0.1842,0.9229,11.8445,40.4272,30.0000,55.0000,108.6569,115.8813,123.1058,77361271099.6861,94852847317.0000
2020-11-19,117.59,119.06,116.81,118.64,118.462427627,74112972,0.0000,1.0,115.7566,116.9952,53.4001,54.8547,37.9144,0.6926,0.3501,1.0427,12.1348,52.8019,35.0000,60.0000,108.5389,115.7566,122.9743,77429902124.0853,94926451604.0000
2020-11-18,118.61,119.82,118.0,118.03,117.853340634,76322111,0.0000,1.0,115.6024,116.8407,52.6621,66.6432,53.3017,0.6051,0.4432,1.0483,12.4404,68.1006,40.0000,65.0000,108.4915,115.6024,122.7132,77383457995.0066,94852338632.0000
2020-11-17,119.55,120.6741,118.96,119.39,119.211305078,74270973,0.0000,1.0,115.5344,116.7341,54.4899,70.8862,73.3480,0.4943,0.6079,1.1022,12.5526,97.6149,45.0000,70.0000,108.4852,115.5344,122.5836,77457263992.4595,94928660743.0000
2020-11-16,118.92,120.99,118.146,120.3,120.119943051,91183018,0.0000,1.0,115.4304,116.4734,55.7193,65.5042,73.2800,0.3423,0.6743,1.0167,12.4992,108.1340,50.0000,75.0000,108.5417,115.4304,122.3191,77494271657.1303,95002931716.0000
2020-11-13,119.44,119.6717,117.87,119.26,119.081499653,81688586,0.0000,1.0,115.2048,116.0895,54.6074,59.3899,66.0305,0.1738,0.6264,0.8002,12.4431,92.7879,55.0000,80.0000,108.6581,115.2048,121.7514,77447333563.5000,94911748698.0000
2020-11-12,119.62,120.53,118.57,119.21,119.03157449,103350674,0.0000,1.0,115.1825,115.7746,54.5553,58.5713,57.2022,0.0172,0.6009,0.6180,12.5568,104.2993,60.0000,85.0000,108.6859,115.1825,121.6792,77402977708.6508,94830060112.0000
2020-11-11,117.19,119.63,116.44,119.49,119.311155405,112294954,0.0000,1.0,115.2470,115.4317,54.8906,66.9644,54.9371,-0.1331,0.5147,0.3816,12.5631,79.0043,65.0000,0.0000,108.5755,115.2470,121.9185,77438834064.9473,94933410786.0000
2020-11-10,115.55,117.59,114.13,115.97,115.796423904,138023390,0.0000,1.0,115.3215,115.0234,51.3173,78.5082,63.5746,-0.2617,0.3075,0.0458,12.6824,6.1988,70.0000,0.0000,108.4403,115.3215,122.2026,77336395721.3021,94821115832.0000
2020-11-09,120.5,121.99,116.05,116.32,116.145900047,154515315,0.0000,1.0,115.5672,114.9420,51.7042,80.3240,82.3816,-0.3386,0.3130,-0.0256,13.0703,50.4188,75.0000,5.0000,108.2959,115.5672,122.8384,77327619667.5952,94959139222.0000
2020-11-06,118.32,119.2,116.13,118.69,118.512352791,114457922,0.2050,1.0,115.9598,114.8153,54.3395,66.9102,89.5685,-0.4169,0.2649,-0.1520,13.1889,39.2571,80.0000,10.0000,107.8107,115.9598,124.1090,77468088135.7865,95113654537.0000
2020-11-05,117.95,119.62,116.8686,119.03,118.646918312,126387074,0.0000,1.0,115.8639,114.4261,54.4895,43.6040,69.0220,-0.4831,-0.0689,-0.5520,13.6788,49.1700,85.0000,15.0000,107.7924,115.8639,123.9354,77391658578.7342,95228112459.0000
2020-11-04,114.14,115.59,112.35,114.95,114.580049231,138235482,0.0000,1.0,115.6616,113.9818,50.5713,31.1264,42.1403,-0.4659,-0.6023,-1.0682,14.1155,-41.5648,90.0000,20.0000,107.6768,115.6616,123.6463,77319475454.4728,95101725385.0000
2020-11-03,109.66,111.49,108.73,110.44,110.084564046,107624448,0.0000,1.0,115.6680,113.9189,45.6582,26.1519,19.6497,-0.3153,-0.9822,-1.2975,14.5718,-136.2745,95.0000,25.0000,107.6866,115.6680,123.6495,77235851520.9088,94963489903.0000
2020-11-02,109.11,110.68,107.32,108.77,108.419938711,122866899,0.0000,1.0,115.8036,114.3225,43.6893,34.4452,31.5892,-0.0697,-1.0438,-1.1135,14.3619,-180.0445,100.0000,30.0000,108.1195,115.8036,123.4877,77210115239.8509,94855865455.0000
2020-10-30,111.06,111.99,107.72,108.86,108.509649059,190573476,0.0000,1.0,116.1889,114.9438,43.7705,35.1240,27.2168,0.1912,-0.8842,-0.6930,13.9919,-192.1372,100.0000,35.0000,109.2919,116.1889,123.0858,77226936303.4320,94978732354.0000
2020-10-29,112.37,116.93,112.2,115.32,114.948858437,146129173,0.0000,1.0,116.3962,115.6211,50.1223,38.4758,44.5295,0.4123,-0.5677,-0.1554,13.6493,-59.0527,95.0000,40.0000,110.2238,116.3962,122.5685,77315751576.7649,95169305830.0000
2020-10-28,115.05,115.43,111.1,111.2,110.84211809,143937823,0.0000,1.0,116.4694,115.6918,45.3141,30.8132,33.6258,0.5542,-0.6767,-0.1225,13.8627,-130.6859,100.0000,45.0000,110.3329,116.4694,122.6060,77269101460.2105,95023176657.0000
2020-10-27,115.49,117.28,114.5399,116.6,116.224738933,92276772,0.0000,1.0,116.6992,116.2023,51.4951,25.1606,37.2721,0.7234,-0.3841,0.3393,13.8241,-30.7556,15.0000,50.0000,111.1022,116.6992,122.2962,77406390884.9689,95167114480.0000
2020-10-26,114.01,116.55,112.88,115.05,114.679727395,111850657,0.0000,1.0,116.5741,116.2000,49.6213,19.7399,21.5417,0.8194,-0.4436,0.3758,14.2796,-66.8829,20.0000,55.0000,110.8304,116.5741,122.3178,77359914050.8630,95074837708.0000
2020-10-23,116.39,116.55,114.28,115.04,114.669759578,82572645,0.0000,1.0,116.5696,116.3600,49.6093,18.0757,16.6681,0.9303,-0.3560,0.5743,14.6331,-51.6393,0.0000,60.0000,110.8199,116.5696,122.3194,77339494448.6067,94962987051.0000
2020-10-22,117.45,118.04,114.59,115.75,115.377474541,101987954,0.0000,1.0,116.4321,116.5379,50.4147,17.0431,21.0100,1.0193,-0.1991,0.8202,15.2157,-18.1879,0.0000,65.0000,110.3832,116.4321,122.4809,77366776159.5432,95045559696.0000
2020-10-21,116.67,118.705,116.45,116.87,116.493869975,89945980,0.0000,1.0,116.0568,116.6601,51.6717,17.8849,16.5491,1.0691,-0.0189,1.0502,15.8755,23.5541,5.0000,70.0000,108.9534,116.0568,123.1602,77400180909.6767,95147547650.0000
2020-10-20,116.2,118.98,115.63,117.51,117.131810223,124423728,0.0000,1.0,115.5709,116.6776,52.3807,26.6384,13.5703,1.0738,0.1409,1.2147,16.5691,31.5136,10.0000,75.0000,107.4035,115.5709,123.7382,77456621513.5213,95237493630.0000
2020-10-19,119.96,120.419,115.66,115.98,115.606734318,120639337,0.0000,1.0,115.2868,116.6297,50.8490,41.9274,23.5354,1.0386,0.3035,1.3421,17.2993,36.5355,0.0000,80.0000,106.9626,115.2868,123.6109,77441393534.8490,95113069902.0000
2020-10-16,121.28,121.548,118.81,119.02,118.636950496,115393808,0.0000,1.0,114.9927,116.7374,54.1358,58.1910,42.8094,0.9627,0.6777,1.6404,18.0636,90.6929,5.0000,85.0000,106.3261,114.9927,123.6593,77545809048.4210,95233709239.0000
2020-10-15,118.72,121.2,118.15,120.71,120.321511463,112559219,0.0000,1.0,114.3857,116.5375,56.0492,72.2808,59.4374,0.7933,0.8955,1.6888,18.3960,103.5064,10.0000,90.0000,105.1435,114.3857,123.6279,77643501833.9968,95349103047.0000
2020-10-14,121.0,123.03,119.62,121.19,120.799966649,151062308,0.0000,1.0,113.8688,116.1392,56.5888,80.8476,72.3263,0.5694,0.9851,1.5545,18.7889,138.8949,15.0000,95.0000,104.8591,113.8688,122.8786,77567109183.7014,95461662266.0000
2020-10-13,125.27,125.39,119.65,121.1,120.710256302,262330451,0.0000,1.0,113.4173,115.6486,56.5143,80.4549,85.0788,0.3232,0.9886,1.3117,18.9775,177.1418,20.0000,100.0000,104.9536,113.4173,121.8810,77579070128.9036,95310599958.0000
2020-10-12,120.06,125.18,119.2845,124.4,123.999635705,240226769,0.0000,1.0,113.1402,115.1157,60.1115,66.6695,85.1376,0.0760,0.9159,0.9920,19.1716,220.6650,25.0000,100.0000,105.3106,113.1402,120.9698,77708864289.2656,95572930409.0000
