,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Signal,MACD,MACD_Hist,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Upper Band,Real Middle Band,Chaikin A/D,OBV
2021-03-11,512.2048,530.235,510.71,523.06,523.06,4714469,0.0000,1.0,535.2135,528.3045,47.8875,27.4395,45.2311,-4.3837,-8.3212,-3.9375,16.2251,-62.6826,85.0000,0.0000,495.9738,574.4532,535.2135,1802055202.4401,1931912971.0000
2021-03-10,513.5,518.97,504.25,504.54,504.54,3771484,0.0000,1.0,537.2400,528.8566,42.6530,16.6191,18.5446,-3.3993,-9.0849,-5.6857,16.1940,-123.3222,90.0000,5.0000,496.5604,577.9196,537.2400,1800805656.8793,1927198502.0000
2021-03-09,507.31,513.11,503.8221,506.44,506.44,3470042,0.0000,1.0,539.9665,531.4162,43.0747,15.4307,18.5428,-1.9778,-8.0419,-6.0641,15.6400,-151.7129,95.0000,10.0000,501.1523,578.7807,539.9665,1804428536.2108,1930969986.0000
2021-03-08,514.46,518.84,492.85,493.33,493.33,3981758,0.0000,1.0,542.0405,534.0453,39.1299,17.1968,12.7699,-0.4618,-6.7872,-6.3254,14.7653,-221.0931,100.0000,15.0000,506.3028,577.7782,542.0405,1805942436.7898,1927499944.0000
2021-03-05,511.98,517.76,498.7901,516.39,516.39,5069973,0.0000,1.0,544.9135,538.3311,44.2544,29.3960,14.9792,1.1195,-3.7521,-4.8716,13.8446,-230.6781,100.0000,20.0000,516.8968,572.9302,544.9135,1809777119.4655,1931481702.0000
2021-03-04,521.5,531.5,507.68,511.29,511.29,5034792,0.0000,1.0,546.7020,540.6407,42.6771,45.9650,23.8413,2.3374,-2.1715,-4.5090,13.0239,-258.3704,100.0000,25.0000,521.8037,571.6003,546.7020,1805439450.0633,1926411729.0000
2021-03-03,545.93,548.005,517.81,520.7,520.7,5362443,0.0000,1.0,548.1100,543.7303,44.9041,61.4529,49.3675,3.4647,0.3966,-3.0680,12.3939,-207.5105,100.0000,30.0000,528.8302,567.3898,548.1100,1808948163.2119,1931446521.0000
2021-03-02,553.34,556.99,546.02,547.82,547.82,3042226,0.0000,1.0,549.4830,546.1545,52.3891,69.2302,64.6860,4.2317,2.7107,-1.5209,12.0196,17.4777,75.0000,35.0000,534.8573,564.1087,549.4830,1813284114.3907,1936808964.0000
2021-03-01,545.5734,552.14,542.0,550.64,550.64,3042180,0.0000,1.0,549.0440,545.9792,53.2662,74.3516,70.3053,4.6119,2.8636,-1.7483,12.6424,-1.1252,80.0000,40.0000,533.7339,564.3541,549.0440,1815327979.9896,1939851190.0000
2021-02-26,546.51,553.09,538.0,538.85,538.85,3708255,0.0000,1.0,548.1315,545.4886,49.9373,70.4245,72.6992,5.0490,2.7299,-2.3191,13.0828,-46.5151,85.0000,45.0000,531.2191,565.0439,548.1315,1813185853.2441,1936809010.0000
2021-02-25,550.27,556.48,535.75,546.7,546.7,4090475,0.0000,1.0,548.1190,546.1874,52.2934,56.4512,80.0504,5.6287,3.7200,-1.9087,13.5464,-12.9135,0.0000,50.0000,531.1788,565.0592,548.1190,1816476345.9180,1940517265.0000
2021-02-24,539.8,556.8499,539.065,553.41,553.41,3245038,0.0000,1.0,546.9480,546.1335,54.3767,35.6594,58.5239,6.1059,4.1304,-1.9755,14.0344,27.5370,5.0000,0.0000,526.8364,567.0596,546.9480,1816245479.7458,1944607740.0000
2021-02-23,525.0035,548.54,518.28,546.15,546.15,4136532,0.0000,1.0,547.3740,545.3675,52.4287,24.9406,30.7792,6.5998,3.9109,-2.6889,14.6716,-84.5429,10.0000,0.0000,526.3909,568.3571,547.3740,1814255732.0445,1941362702.0000
2021-02-22,534.99,541.79,530.79,533.78,533.78,3061747,0.0000,1.0,547.9055,545.2851,48.8967,29.3070,17.6751,7.2720,4.3130,-2.9590,15.0099,-113.4646,15.0000,0.0000,526.5383,569.2727,547.9055,1810772624.4648,1937226170.0000
2021-02-19,548.0,548.99,538.8132,540.22,540.22,2841457,0.0000,1.0,549.4750,546.4962,50.7607,40.3853,26.3675,8.0118,6.0231,-1.9887,15.7643,-63.0553,20.0000,0.0000,527.8785,571.0715,549.4750,1812169894.4594,1940287917.0000
2021-02-18,549.0,550.0,538.2265,548.22,548.22,2457604,0.0000,1.0,551.4560,547.1569,53.1518,51.5116,43.8786,8.5090,7.4624,-1.0466,16.2249,-47.4414,25.0000,0.0000,526.5966,576.3154,551.4560,1814225768.2294,1943129374.0000
2021-02-17,550.99,555.25,543.03,551.34,551.34,2057853,0.0000,1.0,553.3620,547.0449,54.0959,60.0362,50.9099,8.7706,8.3764,-0.3942,16.7097,-25.0838,0.0000,5.0000,524.2976,582.4264,553.3620,1812511279.7209,1945586978.0000
2021-02-16,557.286,563.63,552.73,557.28,557.28,2624097,0.0000,1.0,550.8835,546.5928,55.8915,68.2736,59.7463,8.8692,9.1035,0.2343,17.0217,34.5046,5.0000,10.0000,514.1181,587.6489,550.8835,1811770317.9206,1947644831.0000
2021-02-12,556.94,561.2499,550.85,556.52,556.52,2197128,0.0000,1.0,547.9185,545.4679,55.7128,71.9756,69.4524,8.8106,9.2943,0.4837,16.9278,34.6466,10.0000,15.0000,504.6969,591.1401,547.9185,1812203655.0399,1945020734.0000
2021-02-11,564.442,565.93,554.22,557.59,557.59,2730587,0.0000,1.0,545.1355,544.3045,56.0163,70.1296,75.6220,8.6897,9.4800,0.7903,16.9023,51.9132,0.0000,20.0000,497.5411,592.7299,545.1355,1812005045.4347,1947217862.0000
2021-02-10,562.5,566.65,553.463,563.59,563.59,3940210,0.0000,1.0,542.6455,542.9060,57.6905,66.1539,70.8525,8.4921,9.4702,0.9781,16.7293,64.0045,0.0000,25.0000,492.7622,592.5288,542.6455,1813163970.9163,1949948449.0000
2021-02-09,546.0,566.0,543.0,559.07,559.07,3685157,0.0000,1.0,539.1785,540.7288,56.7658,62.5744,63.9144,8.2475,8.7091,0.4616,16.5472,52.0843,5.0000,30.0000,486.0659,592.2911,539.1785,1811052386.4718,1946008239.0000
2021-02-08,555.0,555.0,543.7,547.92,547.92,2791721,0.0000,1.0,536.1800,538.7981,54.4317,62.5319,63.6948,8.1321,8.0712,-0.0610,16.3729,35.2896,10.0000,35.0000,481.1608,591.1992,536.1800,1809587937.1249,1942323082.0000
2021-02-05,552.26,554.44,545.4778,550.79,550.79,2376175,0.0000,1.0,534.3040,537.8379,55.1599,59.1832,60.1140,8.1474,8.2748,0.1274,16.4897,43.3343,15.0000,40.0000,478.4614,590.1466,534.3040,1810294514.2983,1945114803.0000
2021-02-04,539.81,559.48,537.51,552.16,552.16,5164537,0.0000,1.0,532.2090,536.4745,55.4966,56.3838,63.7867,8.1155,8.1221,0.0066,16.5462,46.3084,20.0000,45.0000,475.8561,588.5619,532.2090,1809853810.2206,1947490978.0000
2021-02-03,550.17,550.48,538.243,539.45,539.45,3172288,0.0000,1.0,529.6255,534.8234,52.9664,47.2270,53.6490,8.1139,7.6696,-0.4443,16.6057,32.1929,25.0000,50.0000,472.4367,586.8143,529.6255,1808130730.7391,1942326441.0000
2021-02-02,542.01,555.48,538.935,548.16,548.16,3717321,0.0000,1.0,528.6930,534.3364,55.0022,37.6422,51.7157,8.2250,8.2746,0.0497,16.9051,48.3276,30.0000,55.0000,471.5672,585.8188,528.6930,1810677219.6680,1945498729.0000
2021-02-01,536.79,545.06,531.73,539.04,539.04,3547507,0.0000,1.0,527.4280,532.8813,53.2135,28.5808,36.3162,8.2126,8.0396,-0.1729,17.1975,27.9076,35.0000,60.0000,470.9659,583.8901,527.4280,1810249205.3734,1941781408.0000
2021-01-29,538.0,541.0,530.18,532.39,532.39,4325264,0.0000,1.0,527.5125,532.2330,51.8887,27.9742,24.8948,8.2558,8.5514,0.2956,17.7810,16.7949,40.0000,65.0000,470.9761,584.0489,527.5125,1809905898.2444,1938233901.0000
2021-01-28,535.88,553.1482,530.74,538.6,538.6,5968978,0.0000,1.0,527.1225,532.2165,53.2257,38.0049,24.5315,8.1819,9.7572,1.5753,18.5056,36.1262,45.0000,70.0000,470.6185,583.6265,527.1225,1812464279.9079,1942559165.0000
2021-01-27,550.71,556.4187,515.73,523.28,523.28,8670277,0.0000,1.0,526.7360,531.5445,50.2194,54.4641,34.4964,7.7881,10.5221,2.7340,19.2523,12.6090,50.0000,75.0000,470.4460,583.0260,526.7360,1814245847.3100,1936590187.0000
2021-01-26,554.73,567.99,554.06,561.93,561.93,5023847,0.0000,1.0,526.5280,532.4145,59.3638,70.8986,54.9867,7.1046,12.9051,5.8005,20.0383,101.7332,55.0000,80.0000,470.1577,582.8983,526.5280,1819698494.2875,1945260464.0000
2021-01-25,567.0,569.75,548.65,556.78,556.78,7207329,0.0000,1.0,524.1300,529.3076,58.4051,78.7290,73.9091,5.6545,11.8238,6.1693,19.6482,107.8072,60.0000,85.0000,469.9499,578.3101,524.1300,1819045718.7620,1940236617.0000
2021-01-22,582.1,583.99,564.35,565.17,565.17,7550822,0.0000,1.0,522.0150,526.4157,60.6186,75.3831,83.8000,4.1121,10.7960,6.6839,19.2375,171.0242,65.0000,90.0000,469.8325,574.1975,522.0150,1820698963.8975,1947443946.0000
2021-01-21,582.45,588.75,570.4,579.84,579.84,11840634,0.0000,1.0,520.1230,522.3363,64.6911,64.2532,78.4780,2.4412,8.4729,6.0317,18.2062,245.5091,70.0000,95.0000,471.7301,568.5159,520.1230,1827619269.1928,1954994768.0000
2021-01-20,565.42,593.2877,556.86,586.34,586.34,32637450,0.0000,1.0,517.5765,516.2833,66.5737,56.6800,63.8715,0.9332,3.8908,2.9576,16.8736,311.8797,75.0000,100.0000,477.3502,557.8028,517.5765,1827277278.1291,1966835402.0000
2021-01-19,501.0,509.25,493.5427,501.77,501.77,12315813,0.0000,1.0,514.9820,508.9089,47.7954,52.3295,50.4103,0.1938,-2.6760,-2.8698,15.4710,-86.2142,80.0000,45.0000,488.4775,541.4865,514.9820,1807089431.6651,1934197952.0000
2021-01-15,500.0,506.32,495.1,497.98,497.98,5895788,0.0000,1.0,516.5385,509.6604,46.5162,47.0551,55.7582,0.9113,-2.4079,-3.3192,16.1794,-106.4648,85.0000,50.0000,489.6666,543.4104,516.5385,1806503487.1008,1921882139.0000
2021-01-14,507.35,514.5,499.58,500.86,500.86,4177357,0.0000,1.0,517.8810,510.8899,47.3539,34.9429,50.8201,1.7411,-1.6448,-3.3859,17.0081,-86.6215,90.0000,55.0000,492.1953,543.5667,517.8810,1809372560.4056,1927777927.0000
2021-01-13,495.5012,512.3542,493.01,507.79,507.79,5032099,0.0000,1.0,518.8270,511.9457,49.3868,23.6467,34.5870,2.5875,-0.9401,-3.5277,17.7290,-102.4257,95.0000,60.0000,494.3535,543.3005,518.8270,1812833159.1000,1931955284.0000
2021-01-12,500.0,501.09,485.6701,494.25,494.25,5955729,0.0000,1.0,519.5585,512.3831,45.0044,17.5574,19.4217,3.4695,-0.7327,-4.2021,18.5765,-196.6132,100.0000,65.0000,495.5787,543.5383,519.5585,1810175674.3260,1926923185.0000
2021-01-11,507.84,510.725,497.95,499.1,499.1,3812720,0.0000,1.0,520.0070,514.2919,46.3707,15.6786,16.9314,4.5200,0.9214,-3.5986,19.1475,-136.1622,0.0000,70.0000,497.6573,542.3567,520.0070,1809503661.3501,1932878914.0000
2021-01-08,511.31,513.24,504.51,510.4,510.4,2973949,0.0000,1.0,520.1065,515.8910,49.7111,16.9167,16.3192,5.4196,2.5254,-2.8942,20.0315,-78.9270,0.0000,75.0000,498.1151,542.0979,520.1065,1812629942.5243,1936691634.0000
2021-01-07,508.28,516.44,506.42,508.89,508.89,3686448,0.0000,1.0,519.2665,516.4690,49.2470,27.8497,13.7851,6.1432,3.3854,-2.7578,20.6458,-61.9884,5.0000,80.0000,494.7211,543.8119,519.2665,1811590933.9962,1933717685.0000
2021-01-06,511.97,513.0998,499.5,500.49,500.49,5346210,0.0000,1.0,519.4550,517.2668,46.6446,44.1342,20.6459,6.8326,4.5876,-2.2451,21.1983,-110.7361,10.0000,85.0000,495.1748,543.7352,519.4550,1813459911.6250,1930031237.0000
2021-01-05,521.55,526.78,515.89,520.8,520.8,3133872,0.0000,1.0,520.2195,519.0328,52.8717,62.5433,49.1180,7.3939,6.9105,-0.4834,21.9132,13.6628,15.0000,90.0000,497.4608,542.9782,520.2195,1818027764.8992,1935377447.0000
2021-01-04,539.0,540.8,515.085,522.86,522.86,4444407,0.0000,1.0,519.0950,518.8468,53.5607,66.9583,62.6386,7.5148,7.7070,0.1923,21.8089,55.9449,20.0000,95.0000,494.4204,543.7696,519.0950,1818335684.3702,1938511319.0000
2020-12-31,525.53,545.5,523.1502,540.73,540.73,5392322,0.0000,1.0,517.8280,518.4244,60.0047,61.0811,75.8732,7.4667,8.4018,0.9351,21.6991,130.1163,25.0000,100.0000,491.5093,544.1467,517.8280,1820092534.3471,1942955726.0000
2020-12-30,530.13,533.2575,523.69,524.59,524.59,1876286,0.0000,1.0,515.9605,516.0764,55.4007,41.9660,62.3631,7.2329,7.3469,0.1140,21.1139,81.0544,30.0000,95.0000,491.1497,540.7713,515.9605,1817001922.0662,1937563404.0000
2020-12-29,519.9,536.5478,515.4801,530.87,530.87,4022358,0.0000,1.0,514.9600,515.1802,57.8628,27.8619,45.0069,7.2044,7.5369,0.3325,20.9077,90.9836,0.0000,100.0000,490.0084,539.9116,514.9600,1818525209.3936,1939439690.0000
2020-12-28,516.43,523.66,507.13,519.12,519.12,2869734,0.0000,1.0,512.9515,513.5287,54.2487,26.2112,18.5281,7.1213,7.0304,-0.0908,20.6906,28.6912,5.0000,75.0000,486.9991,538.9039,512.9515,1816670923.3001,1935417332.0000
2020-12-24,515.12,519.345,512.2104,513.97,513.97,1143952,0.0000,1.0,511.5635,512.9401,52.5542,43.7512,20.0507,7.1440,7.4780,0.3341,20.9503,25.9988,0.0000,80.0000,484.1509,538.9761,511.5635,1815377546.5125,1932547598.0000
2020-12-23,524.76,526.32,514.2,514.48,514.48,2393187,0.0000,1.0,510.1150,512.8317,52.7380,65.4528,40.0547,7.0604,8.4650,1.4045,20.9277,48.5001,0.0000,85.0000,480.3993,539.8307,510.1150,1815957234.8006,1933691550.0000
2020-12-22,527.69,530.4,520.5,527.33,527.33,1908529,0.0000,1.0,508.5350,512.6582,57.5548,83.2982,71.1483,6.7093,9.5496,2.8403,20.7863,93.2210,0.0000,90.0000,476.6355,540.4345,508.5350,1818239845.5036,1936084737.0000
2020-12-21,530.05,532.62,521.15,528.91,528.91,3893964,0.0000,1.0,505.9995,511.1138,58.1755,89.7491,85.1553,5.9992,9.4867,3.4874,20.2560,112.3954,5.0000,95.0000,472.4596,539.5394,505.9995,1817514990.0450,1937993266.0000
2020-12-18,533.2,536.37,526.02,534.45,534.45,4502692,0.0000,1.0,503.9660,509.2405,60.3431,91.6509,93.5910,5.1274,9.1075,3.9801,19.6580,155.9013,10.0000,100.0000,471.3089,536.6231,503.9660,1816140050.7076,1941887230.0000
2020-12-17,529.0,535.49,526.44,532.9,532.9,3193377,0.0000,1.0,501.4770,506.5869,59.9464,84.8407,90.5010,4.1323,7.9270,3.7947,18.7314,183.5857,15.0000,100.0000,470.9759,531.9781,501.4770,1813307922.6960,1937384538.0000
2020-12-16,520.11,527.38,517.69,524.83,524.83,3682392,0.0000,1.0,498.9215,503.8171,57.8617,73.1911,90.8606,3.1837,6.4628,3.2792,17.7804,156.7458,20.0000,100.0000,470.9174,526.9256,498.9215,1811942357.0618,1934191161.0000
2020-12-15,518.5,524.7,513.56,519.78,519.78,3398209,0.0000,1.0,496.7115,501.6052,56.5162,51.7488,73.1605,2.3639,5.3216,2.9578,17.0105,148.5474,25.0000,100.0000,470.3039,523.1191,496.7115,1810198066.1144,1930508769.0000
2020-12-14,505.44,524.1603,501.18,522.42,522.42,5770424,0.0000,1.0,494.6775,499.6920,57.4269,39.4229,55.5524,1.6244,4.3018,2.6774,16.2794,144.4499,30.0000,100.0000,469.4503,519.9047,494.6775,1809801506.7158,1933906978.0000
2020-12-11,495.0,503.34,494.85,503.22,503.22,3210928,0.0000,1.0,492.6985,497.2996,52.0936,39.6187,26.5334,0.9551,2.6688,1.7137,15.5254,56.8004,35.0000,85.0000,470.4534,514.9436,492.6985,1804905072.0795,1928136554.0000
2020-12-10,494.56,503.77,492.91,501.09,501.09,3018203,0.0000,1.0,491.8760,496.6764,51.4527,55.3518,36.1830,0.5267,2.5006,1.9739,15.4118,54.3336,40.0000,90.0000,470.0351,513.7169,491.8760,1801784912.3622,1924925626.0000
2020-12-09,510.53,514.5,491.29,493.6,493.6,4178768,0.0000,1.0,491.3595,496.2118,49.1813,66.6659,56.1396,0.0332,2.4664,2.4332,15.2922,65.0550,0.0000,95.0000,469.9299,512.7891,491.3595,1800256356.5151,1921907423.0000
2020-12-08,517.9,521.4909,505.55,512.66,512.66,4228950,0.0000,1.0,490.6915,496.4868,55.4534,69.9662,73.7329,-0.5751,3.1494,3.7245,15.1664,179.4274,5.0000,100.0000,468.7560,512.6270,490.6915,1803603331.8326,1926086191.0000
2020-12-07,500.01,517.76,497.77,515.78,515.78,4289293,0.0000,1.0,488.5835,494.7843,56.5753,70.1810,70.1251,-1.5062,2.0348,3.5410,14.2735,204.2260,10.0000,100.0000,467.4078,509.7592,488.5835,1804059868.1671,1930315141.0000
2020-12-04,497.5,504.5,493.64,498.31,498.31,3666243,0.0000,1.0,488.5310,492.5743,51.3380,74.6790,66.0407,-2.3915,0.2648,2.6564,13.4460,96.4545,15.0000,0.0000,467.6218,509.4402,488.5310,1800620280.0336,1926025848.0000
2020-12-03,502.99,508.77,496.04,497.52,497.52,2826116,0.0000,1.0,489.3035,491.9705,51.0845,80.7566,74.3771,-3.0556,-0.2193,2.8363,13.0130,96.0015,20.0000,5.0000,466.0015,512.6055,489.3035,1801133419.0170,1922359605.0000
2020-12-02,501.62,506.795,493.5,503.38,503.38,3028358,0.0000,1.0,489.2750,491.3863,53.0309,79.9417,83.6190,-3.7647,-0.7537,3.0110,12.4237,101.2845,25.0000,10.0000,466.0119,512.5381,489.2750,1803302401.9958,1925185721.0000
2020-12-01,492.3404,509.47,491.9812,504.58,504.58,4904884,0.0000,1.0,488.4670,490.1238,53.4268,70.6968,84.2735,-4.5174,-2.0214,2.4960,11.8694,127.5482,30.0000,15.0000,466.1149,510.8191,488.4670,1801829793.1601,1928214079.0000
2020-11-30,490.08,492.55,481.2678,490.7,490.7,3530940,0.0000,1.0,487.4440,488.6021,49.2638,52.5774,71.9324,-5.1414,-3.7323,1.4091,11.2861,9.9023,35.0000,20.0000,466.2949,508.5931,487.4440,1799667794.0647,1923309195.0000
2020-11-27,486.58,493.25,481.845,491.36,491.36,2805762,0.0000,1.0,486.6960,488.3813,49.4635,40.1543,55.8844,-5.4937,-4.4484,1.0453,11.2686,18.3064,40.0000,25.0000,465.0091,508.3829,486.6960,1797294826.6233,1926840135.0000
2020-11-25,485.13,486.9,478.919,485.0,485.0,3598629,0.0000,1.0,487.3385,488.0678,47.5156,35.9813,29.9154,-5.7550,-5.3650,0.3900,11.2221,-36.3141,45.0000,30.0000,464.4111,510.2659,487.3385,1795418988.3725,1924034373.0000
2020-11-24,478.84,484.05,475.89,482.88,482.88,3462363,0.0000,1.0,487.4005,488.3907,46.8670,42.6023,34.6631,-5.8525,-5.8093,0.0432,11.4168,-63.8930,50.0000,35.0000,464.4920,510.3090,487.4005,1793533777.5156,1920435744.0000
2020-11-23,490.46,491.15,475.84,476.62,476.62,5416571,0.0000,1.0,487.7030,488.9708,44.9591,42.6038,43.3654,-5.8633,-6.0760,-0.2126,11.7337,-66.2047,55.0000,40.0000,464.8816,510.5244,487.7030,1791064298.0230,1916973381.0000
2020-11-20,485.22,494.76,481.57,488.24,488.24,4255924,0.0000,1.0,488.2840,490.2709,47.9984,37.9347,49.7782,-5.8102,-5.6906,0.1195,12.0673,-2.2821,60.0000,45.0000,466.0364,510.5316,488.2840,1795928951.9256,1922389952.0000
2020-11-19,482.0,487.8,480.47,484.67,484.67,2254653,0.0000,1.0,488.2860,490.4846,46.9517,35.0526,34.6676,-5.8401,-6.2991,-0.4591,12.1769,-39.4050,65.0000,50.0000,466.0384,510.5336,488.2860,1795880552.4867,1918134028.0000
2020-11-18,481.95,488.61,477.7212,481.79,481.79,3629237,0.0000,1.0,488.3140,491.0967,46.1206,40.2931,29.3581,-5.7253,-6.6207,-0.8954,12.5429,-57.1861,70.0000,55.0000,466.0833,510.5447,488.3140,1795551428.5153,1915879375.0000
2020-11-17,480.12,487.51,478.8525,480.63,480.63,3698082,0.0000,1.0,488.6770,492.0763,45.7957,47.5311,41.1321,-5.5014,-6.6416,-1.1402,12.9281,-63.7921,75.0000,0.0000,466.6481,510.7059,488.6770,1796468403.4652,1912250138.0000
2020-11-16,480.0,485.58,477.3,479.1,479.1,3953563,0.0000,1.0,490.9165,493.2812,45.3829,47.7041,50.3891,-5.2164,-6.4535,-1.2372,13.2904,-74.6819,80.0000,0.0000,464.0414,517.7916,490.9165,1798647954.5371,1908552056.0000
2020-11-13,486.77,488.94,477.8,482.84,482.84,3006510,0.0000,1.0,493.4975,494.7740,46.1999,40.4802,51.0720,-4.9071,-5.9639,-1.0568,13.7351,-60.4817,85.0000,0.0000,462.1198,524.8752,493.4975,1800882577.1023,1912505619.0000
2020-11-12,491.0,496.52,480.4255,486.77,486.77,5071155,0.0000,1.0,495.8950,496.0302,47.0453,37.6296,41.6513,-4.6429,-5.6329,-0.9900,14.1858,-41.0521,90.0000,5.0000,461.0095,530.7805,495.8950,1801168654.3555,1915512129.0000
2020-11-11,483.0,491.68,478.26,490.76,490.76,5460532,0.0000,1.0,498.6535,497.0049,47.8905,44.4624,28.7173,-4.3954,-5.5287,-1.1333,14.5713,-50.0025,95.0000,0.0000,458.7294,538.5776,498.6535,1802241680.4422,1920583284.0000
2020-11-10,470.95,484.6,463.41,480.24,480.24,8306142,0.0000,1.0,501.1880,497.6623,45.4350,61.5008,42.5202,-4.1121,-5.7216,-1.6095,15.1190,-90.1685,100.0000,5.0000,457.3464,545.0296,501.1880,1797529835.3930,1915122752.0000
2020-11-09,485.54,495.85,467.26,470.5,470.5,10419676,0.0000,1.0,504.8805,499.4962,43.0757,67.8447,62.1497,-3.7097,-4.8134,-1.1037,15.9069,-88.6701,100.0000,10.0000,456.5120,553.2490,504.8805,1792641794.3010,1906816610.0000
2020-11-06,515.0,515.21,502.51,514.73,514.73,4236349,0.0000,1.0,508.3460,502.5485,52.9532,60.8965,79.8325,-3.4337,-2.5925,0.8413,16.6196,3.5796,75.0000,15.0000,460.3972,556.2948,508.3460,1800699822.8550,1917236286.0000
2020-11-05,506.56,518.7337,503.45,513.76,513.76,5372781,0.0000,1.0,509.5815,501.2662,52.7273,42.4011,61.5521,-3.6441,-4.2235,-0.5795,16.0855,2.5740,80.0000,20.0000,459.8000,559.3630,509.5815,1796783701.8109,1912999937.0000
2020-11-04,495.36,507.73,493.98,496.95,496.95,5137330,0.0000,1.0,510.4830,499.9511,48.6708,34.0338,41.3050,-3.4992,-6.1451,-2.6459,15.4828,-33.4666,85.0000,25.0000,459.7869,561.1791,510.4830,1794907796.6799,1907627156.0000
2020-11-03,484.93,495.305,478.76,487.22,487.22,3690213,0.0000,1.0,512.3685,500.2670,46.1288,33.7923,24.3464,-2.8377,-6.7968,-3.9591,15.1247,-70.3288,90.0000,30.0000,461.0250,563.7120,512.3685,1797825800.1199,1902489826.0000
2020-11-02,478.87,486.3,475.0,484.12,484.12,4408193,0.0000,1.0,513.3010,501.6403,45.3090,42.2501,36.4499,-1.8480,-6.5390,-4.6911,15.0925,-91.9035,95.0000,35.0000,463.1549,563.4471,513.3010,1797742159.7528,1898799613.0000
2020-10-30,502.01,505.88,472.21,475.74,475.74,7813897,0.0000,1.0,515.1275,503.4846,43.0848,40.5295,40.5805,-0.6752,-5.7993,-5.1241,15.3318,-95.1455,100.0000,40.0000,466.7356,563.5194,515.1275,1795034827.0607,1894391420.0000
2020-10-29,488.5,513.8999,479.34,504.21,504.21,11120689,0.0000,1.0,516.4935,506.4051,49.5945,34.1547,49.7199,0.6058,-3.9175,-4.5233,15.5837,-58.8212,85.0000,45.0000,471.1816,561.8054,516.4935,1801210288.8715,1902205317.0000
2020-10-28,486.36,494.0,483.28,486.24,486.24,5992731,0.0000,1.0,517.6585,506.6361,44.5729,21.2424,31.2881,1.7366,-4.3574,-6.0941,15.5810,-102.7073,90.0000,50.0000,472.4718,562.8452,517.6585,1796325634.3705,1891084628.0000
2020-10-27,490.01,490.49,482.93,488.93,488.93,3627175,0.0000,1.0,518.3480,508.7831,45.2134,12.7175,21.4562,3.2602,-3.0259,-6.2861,16.1956,-108.7343,95.0000,55.0000,474.7056,561.9904,518.3480,1799008946.7586,1897077359.0000
2020-10-26,487.025,496.82,478.9,488.24,488.24,6186087,0.0000,1.0,518.5755,510.8729,45.0209,6.8951,10.9829,4.8317,-1.5563,-6.3879,16.9632,-109.1267,0.0000,60.0000,475.5052,561.6458,518.5755,1796878701.1237,1893450184.0000
2020-10-23,488.11,490.06,481.35,488.28,488.28,4927862,0.0000,1.0,518.6960,513.2553,45.0296,5.3272,5.7134,6.4287,0.4124,-6.0162,17.7713,-113.5065,0.0000,65.0000,475.9536,561.4384,518.6960,1796616344.7554,1899636271.0000
2020-10-22,494.69,495.14,482.0,485.23,485.23,6997922,0.0000,1.0,518.4260,515.8843,44.2479,5.5800,3.9891,7.9327,2.9151,-5.0176,18.5673,-106.5968,0.0000,70.0000,474.8582,561.9938,518.4260,1793702626.1216,1894708409.0000
2020-10-21,501.03,506.85,488.25,489.05,489.05,17405708,0.0000,1.0,517.8185,519.1111,45.0095,7.7655,6.2790,9.1871,6.3776,-2.8096,19.4256,-76.3108,5.0000,75.0000,472.1290,563.5080,517.8185,1797260169.4215,1901706331.0000
2020-10-20,528.14,533.78,522.26,525.42,525.42,10047175,0.0000,1.0,516.8965,522.2754,53.3089,11.9047,6.4721,9.8895,10.3152,0.4257,20.3735,30.6991,10.0000,80.0000,468.2721,565.5209,516.8965,1813168612.2172,1919112039.0000
2020-10-19,537.07,541.8,525.38,530.72,530.72,7567506,0.0000,1.0,515.1840,521.9444,54.7054,25.9463,10.5456,9.7831,11.4879,1.7048,20.0831,51.4964,0.0000,85.0000,465.4804,564.8876,515.1840,1817703795.3769,1929159214.0000
2020-10-16,549.5,554.33,530.03,530.79,530.79,6347363,0.0000,1.0,513.0155,521.0206,54.7233,44.8861,18.6966,9.3569,12.2780,2.9211,19.6350,73.7132,0.0000,90.0000,462.4358,563.5952,513.0155,1820349196.3781,1936726720.0000
2020-10-15,545.52,551.22,535.1,541.94,541.94,5113126,0.0000,1.0,509.9740,519.9923,57.5885,66.9806,48.5967,8.6266,13.1007,4.4741,18.9511,92.8492,5.0000,95.0000,456.7868,563.1612,509.9740,1826299522.6802,1943074083.0000
2020-10-14,562.61,572.49,541.0,541.45,541.45,9510081,0.0000,1.0,506.3870,517.6820,57.4956,78.5528,67.3650,7.5081,12.8250,5.3169,17.9966,126.1343,10.0000,100.0000,452.6335,560.1405,506.3870,1827073469.7918,1937960957.0000
2020-10-13,540.56,557.65,537.2,554.09,554.09,5602498,0.0000,1.0,503.5075,515.1801,60.7574,86.0826,84.9800,6.1788,12.3364,6.1575,16.7137,139.6744,15.0000,100.0000,451.4318,555.5832,503.5075,1836311747.9052,1947471038.0000
2020-10-12,548.81,551.81,538.24,539.81,539.81,5391074,0.0000,1.0,500.6025,511.0843,58.2131,82.4717,83.3134,4.6395,10.2463,5.6069,15.6712,144.8046,20.0000,100.0000,453.9366,547.2684,500.6025,1832659850.6759,1941868540.0000
