,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Upper Band,Real Middle Band,Chaikin A/D,OBV
2021-01-28,156.28,158.97,153.11,155.55,154.785828736,8087365,0.0000,1.0,156.4466,156.5479,52.3791,16.6930,31.0054,3.3674,-0.6596,2.7078,28.4622,-22.7678,0.0000,70.0000,146.3647,166.5286,156.4466,1490364899.7608,553616469.0000
2021-01-27,158.49,160.73,152.69,153.67,152.915064621,9854009,0.0000,1.0,156.0954,156.7333,50.5687,30.9510,45.8794,3.5323,-0.2787,3.2536,29.4033,-18.2603,5.0000,75.0000,145.3394,166.8513,156.0954,1491717394.2475,545529104.0000
2021-01-26,164.2,164.65,160.91,162.55,161.7514398,6554240,0.0000,1.0,155.8003,157.1353,60.9692,45.3722,57.5485,3.6019,0.4915,4.0935,30.3938,83.4135,10.0000,80.0000,144.4068,167.1938,155.8003,1499169182.1483,555383113.0000
2021-01-25,164.32,167.045,161.73,164.4,163.592351296,5370818,0.0000,1.0,155.1157,156.6493,63.5562,61.3151,69.6052,3.4791,0.7271,4.2062,30.1667,115.8015,0.0000,85.0000,143.5901,166.6413,155.1157,1499975318.6212,561937353.0000
2021-01-22,164.0,164.2744,161.52,162.42,161.622078452,5062340,0.0000,1.0,154.2480,155.9185,61.9130,65.9583,72.4519,3.2973,0.8041,4.1014,29.7779,107.0447,0.0000,90.0000,142.7929,165.7031,154.2480,1499950056.0722,556566535.0000
2021-01-21,165.805,166.49,163.34,164.75,163.940631849,6306238,0.0000,1.0,153.4479,155.3181,65.1995,81.5421,73.6313,3.0963,1.0123,4.1086,29.6076,147.1736,0.0000,95.0000,141.9297,164.9661,153.4479,1501704157.6188,561628875.0000
2021-01-20,164.72,167.94,164.44,164.6,163.791368755,7943314,0.0000,1.0,152.5548,154.4105,65.0862,69.8552,68.6230,2.8432,0.9788,3.8220,29.0957,179.4625,5.0000,100.0000,141.6774,163.4323,152.5548,1502364811.1269,555322637.0000
2021-01-19,158.94,164.1,158.45,163.77,162.9654463,8208973,0.0000,1.0,151.7001,153.4230,64.4780,69.4965,69.8892,2.5985,0.8173,3.4157,28.3510,158.9926,10.0000,100.0000,141.8506,161.5495,151.7001,1509581879.2763,547379323.0000
2021-01-15,160.77,160.86,156.88,157.09,156.31826317,8607363,0.0000,1.0,150.9916,152.4186,59.0201,66.5173,71.6608,2.3942,0.5375,2.9317,27.8736,122.2314,15.0000,95.0000,142.5471,159.4360,150.9916,1502331830.5578,539170350.0000
2021-01-14,159.3965,163.18,158.5,160.85,160.059791399,10102399,0.0000,1.0,150.6259,152.0081,64.3033,73.6538,74.8178,2.2598,0.6881,2.9480,27.6661,197.6468,20.0000,100.0000,142.5087,158.7431,150.6259,1510030878.8691,547777713.0000
2021-01-13,155.19,157.9281,153.65,157.42,156.646641977,5479883,0.0000,1.0,150.0044,151.1605,61.3012,74.8114,79.4556,2.0878,0.4571,2.5449,27.1394,136.5226,0.0000,90.0000,143.0519,156.9570,150.0044,1509987706.2236,537675314.0000
2021-01-12,156.64,156.87,153.96,154.45,153.691232711,4372477,0.0000,1.0,149.4507,150.5830,58.4251,75.9882,80.5459,1.9735,0.3675,2.3410,27.1051,127.8071,0.0000,95.0000,142.9531,155.9482,149.4507,1505809489.1755,532195431.0000
2021-01-11,156.1,158.13,154.92,156.11,155.343077621,5148685,0.0000,1.0,148.9447,150.2559,60.8254,87.5671,78.4736,1.8816,0.4660,2.3476,27.1880,182.0340,5.0000,100.0000,142.2730,155.6163,148.9447,1508709448.1494,536567908.0000
2021-01-08,157.23,157.53,154.54,156.64,155.870473887,6252391,0.0000,1.0,148.9268,149.7204,61.5930,78.0822,64.3040,1.7651,0.3885,2.1537,27.0921,183.2621,10.0000,0.0000,142.3223,155.5312,148.9268,1510040728.0718,541716593.0000
2021-01-07,152.33,156.42,152.26,155.7,154.93509183,8482308,0.0000,1.0,148.8959,149.0730,60.7586,69.7713,58.3463,1.6680,0.1531,1.8211,27.0536,136.7143,15.0000,5.0000,142.4169,155.3749,148.8959,1507510496.2644,535464202.0000
2021-01-06,151.53,153.87,149.47,151.19,150.447248129,7174615,0.0000,1.0,149.0501,148.4559,56.4463,45.0584,54.9896,1.6297,-0.1643,1.4654,27.1283,40.2389,20.0000,10.0000,141.8921,156.2082,149.0501,1501964371.8013,526981894.0000
2021-01-05,148.65,152.7,148.5,152.43,151.681156375,8507227,0.0000,1.0,149.3900,148.2463,58.1144,60.2092,64.0012,1.6708,-0.2237,1.4470,27.4841,21.4946,25.0000,15.0000,141.4017,157.3782,149.3900,1503529742.3481,534156509.0000
2021-01-04,153.01,155.15,147.1388,148.5,147.770463306,9826976,0.0000,1.0,149.6482,147.8848,54.0235,59.7014,62.4828,1.7267,-0.4498,1.2769,27.9922,-3.3715,30.0000,20.0000,141.0684,158.2280,149.6482,1496116301.6781,525649282.0000
2020-12-31,150.3218,152.56,150.1,152.34,151.591598519,4941702,0.0000,1.0,149.7183,147.8968,59.4096,72.0931,60.7393,1.8391,-0.3998,1.4394,28.5271,24.1851,35.0000,25.0000,141.1783,158.2584,149.7183,1502603832.9679,535476258.0000
2020-12-30,149.12,151.61,148.9227,149.95,149.213339884,3965615,0.0000,1.0,149.6009,147.5079,56.8669,55.6539,52.6971,1.9391,-0.7023,1.2367,28.6034,-4.7188,40.0000,30.0000,141.1026,158.0992,149.6009,1498546012.6267,530534556.0000
2020-12-29,148.97,148.99,147.03,148.49,147.760512433,3543794,0.0000,1.0,149.6336,147.3283,55.2397,54.4711,48.0896,2.1146,-0.9124,1.2023,28.7777,-45.0319,45.0000,35.0000,141.1365,158.1307,149.6336,1499479680.1012,526568941.0000
2020-12-28,150.62,151.07,147.44,147.74,147.014196962,4543262,0.0000,1.0,149.5364,147.2829,54.4002,47.9663,40.9445,2.3427,-1.0541,1.2887,29.2310,-29.6724,50.0000,40.0000,140.9121,158.1606,149.5364,1497743944.2628,523025147.0000
2020-12-24,147.8,148.9,147.2,148.79,148.059038621,2120165,0.0000,1.0,149.3109,147.3111,55.7919,41.8314,37.7463,2.6063,-1.1500,1.4562,29.6430,-32.3948,55.0000,45.0000,140.2122,158.4097,149.3109,1501536253.8649,527568409.0000
2020-12-23,147.63,151.54,146.87,146.96,146.238028872,5186736,0.0000,1.0,149.0457,147.2324,53.8365,33.0358,42.5375,2.8938,-1.3512,1.5425,30.3027,-24.9131,0.0000,50.0000,139.5171,158.5742,149.0457,1499690463.1603,525448244.0000
2020-12-22,146.6112,147.03,144.72,146.34,145.621074749,5753843,0.0000,1.0,148.9631,147.3371,53.1698,38.3718,51.8317,3.2316,-1.4159,1.8157,30.9972,-61.6658,5.0000,55.0000,139.3108,158.6153,148.9631,1504677282.1401,520261508.0000
2020-12-21,145.005,147.36,144.41,146.8,146.078814904,7024570,0.0000,1.0,148.8068,147.5177,53.7166,56.2049,57.3430,3.5856,-1.3849,2.2007,32.2265,-55.2369,10.0000,60.0000,138.8469,158.7667,148.8068,1502360799.8912,526015351.0000
2020-12-18,150.7947,150.7947,146.1238,147.42,146.695769027,13288322,0.0000,1.0,148.7372,147.6692,54.4334,60.9186,50.3700,3.9318,-1.3183,2.6135,33.5204,-23.0662,15.0000,65.0000,138.6829,158.7914,148.7372,1498003185.2842,533039921.0000
2020-12-17,150.865,151.23,148.38,149.53,148.79540322,7039049,0.0000,1.0,148.7110,147.7716,56.8876,54.9055,37.7453,4.2614,-1.2219,3.0395,34.6516,4.9940,20.0000,70.0000,138.6328,158.7891,148.7110,1503916344.9100,546328243.0000
2020-12-16,149.14,150.44,146.71,149.74,149.004371552,6610887,0.0000,1.0,148.5560,147.6639,57.1311,35.2860,29.1482,4.5668,-1.2415,3.3253,35.5255,-6.4005,25.0000,75.0000,138.3929,158.7191,148.5560,1505274757.8717,553367292.0000
2020-12-15,149.37,149.915,147.1,148.36,147.631151085,6619794,0.0000,1.0,148.4743,147.5228,55.9539,23.0444,30.7441,4.8772,-1.2568,3.6204,36.5238,-13.7807,30.0000,80.0000,138.3007,158.6480,148.4743,1501145168.9399,546756405.0000
2020-12-14,144.9,147.75,143.33,146.29,145.571320384,12258492,0.0000,1.0,148.4776,147.5113,54.1602,29.1143,45.5840,5.1914,-1.1071,4.0843,37.6258,-55.4906,35.0000,85.0000,138.3050,158.6502,148.4776,1501838895.1294,540136611.0000
2020-12-11,149.24,150.27,141.8901,144.28,143.571194921,25923148,0.0000,1.0,148.3457,147.7156,52.3709,40.0735,62.8470,5.4682,-0.6415,4.8267,38.9977,-57.9853,40.0000,90.0000,137.9594,158.7319,148.3457,1497678773.4114,527878119.0000
2020-12-10,154.42,157.85,152.73,155.75,154.984846195,7522238,0.0000,1.0,148.2963,148.1518,66.4271,67.5643,81.0097,5.6285,0.2791,5.9077,40.4417,99.9689,45.0000,95.0000,137.8110,158.7817,148.2963,1508815651.5515,553801267.0000
2020-12-09,158.6,161.07,155.55,156.02,155.253519764,7947152,0.0000,1.0,147.8636,147.4325,66.8282,80.9030,87.2894,5.5587,0.4806,6.0393,40.3486,151.3509,0.0000,100.0000,137.8128,157.9144,147.8636,1507463999.4099,561323505.0000
2020-12-08,157.46,159.29,155.874,158.8,158.019862444,6088312,0.0000,1.0,147.0419,146.6093,71.0231,94.5618,87.7659,5.4386,0.6536,6.0922,39.7053,186.6736,5.0000,100.0000,136.8560,157.2279,147.0419,1514057832.0493,569270657.0000
2020-12-07,158.55,158.97,156.71,158.02,157.243694354,7009334,0.0000,1.0,146.2058,145.4082,70.5301,86.4032,82.9327,5.2752,0.5142,5.7894,39.1422,232.0030,10.0000,100.0000,137.0705,155.3411,146.2058,1509716166.9361,563182345.0000
2020-12-04,150.3,158.09,150.0,157.62,156.845659436,12759949,0.0000,1.0,145.5274,144.1623,70.2837,82.3327,83.5442,5.1466,0.2511,5.3978,38.3848,232.4273,15.0000,100.0000,137.8770,153.1777,145.5274,1508599635.8567,556173011.0000
2020-12-03,151.04,152.7739,149.64,149.91,149.173536392,6355269,0.0000,1.0,144.8886,142.8272,64.9130,80.0620,80.4343,5.0838,-0.2239,4.8599,37.6394,157.3276,0.0000,100.0000,139.2585,150.5188,144.8886,1497322301.4510,543413062.0000
2020-12-02,150.51,151.49,149.62,149.98,149.243192502,7800326,0.6500,1.0,143.8191,142.1592,65.0144,88.2378,72.1126,5.1398,-0.2560,4.8838,37.2017,145.0042,0.0000,55.0000,134.7651,152.8731,143.8191,1502582498.7307,549768331.0000
2020-12-01,148.79,152.39,147.7943,151.26,149.867392272,11443490,0.0000,1.0,142.5717,141.4135,65.8901,73.0030,54.8944,5.2038,-0.3676,4.8363,36.8345,113.8252,0.0000,60.0000,130.4843,154.6590,142.5717,1507379490.6581,557568657.0000
2020-11-30,144.6295,147.29,144.05,147.17,145.815047737,8712502,0.0000,1.0,141.2197,140.5236,62.7996,55.0969,40.8545,5.2957,-0.6541,4.6416,36.4480,43.7936,0.0000,65.0000,126.8634,155.5761,141.2197,1501563497.5365,546125167.0000
2020-11-27,145.49,146.43,143.7,143.83,142.505798165,3878048,0.0000,1.0,140.0402,139.9667,59.9870,36.5833,30.6269,5.4592,-0.7209,4.7383,36.4323,30.9032,5.0000,70.0000,123.6548,156.4256,140.0402,1493496366.0540,537412665.0000
2020-11-25,145.95,147.49,144.04,144.08,142.753496486,6398910,0.0000,1.0,139.1787,139.6994,60.3113,30.8833,26.9184,5.6395,-0.5097,5.1298,36.4882,39.8991,0.0000,75.0000,121.6318,156.7256,139.1787,1497005076.1493,541290713.0000
2020-11-24,143.39,146.33,141.11,145.93,144.586464063,10559583,0.0000,1.0,138.0641,139.3779,62.6935,24.4142,27.5376,5.7669,-0.2374,5.5295,36.4883,37.7417,5.0000,80.0000,118.8172,157.3110,138.0641,1503255605.6291,547689623.0000
2020-11-23,142.35,147.0,141.8801,143.82,142.495890232,11654921,0.0000,1.0,137.0723,138.8296,61.0255,25.4578,37.7322,5.8262,-0.0535,5.7727,36.5803,39.8618,10.0000,85.0000,117.2368,156.9078,137.0723,1494314349.5259,537130040.0000
2020-11-20,148.28,149.1,145.94,146.03,144.685543392,5555858,0.0000,1.0,136.1994,138.4437,63.8669,32.7407,53.7730,5.8396,0.3724,6.2120,36.5520,62.4167,15.0000,90.0000,115.8652,156.5336,136.1994,1497137308.4778,548784961.0000
2020-11-19,146.5613,149.3,145.46,147.53,146.171733319,7743707,0.0000,1.0,135.3498,137.7867,65.8437,54.9980,68.9277,5.7465,0.7129,6.4594,35.8231,70.7120,20.0000,95.0000,115.0850,155.6146,135.3498,1502376693.5525,554340819.0000
2020-11-18,149.24,153.33,146.91,147.05,145.696152543,12124506,0.0000,1.0,134.4011,136.9040,65.5192,73.5802,72.8656,5.5683,0.9616,6.5299,35.0559,89.0503,25.0000,100.0000,114.4780,154.3242,134.4011,1501771716.4461,546597112.0000
2020-11-17,149.02,149.85,147.1836,148.74,147.370593194,7438646,0.0000,1.0,133.4846,135.9785,67.6691,78.2049,69.0394,5.3279,1.2454,6.5733,33.9931,96.4701,30.0000,100.0000,114.0437,152.9256,133.4846,1513367427.7915,558721618.0000
2020-11-16,145.2,149.25,144.55,149.07,147.697554978,7598487,0.0000,1.0,132.4720,134.7794,68.0836,66.8116,64.5038,5.0166,1.3460,6.3626,33.0612,102.9684,35.0000,75.0000,113.9412,151.0028,132.4720,1512122073.9140,566160264.0000
2020-11-13,145.5375,146.25,143.23,144.26,142.931839278,5902150,0.0000,1.0,131.4490,133.4196,65.1262,62.1017,66.3263,4.6800,1.2877,5.9678,32.1138,95.1064,40.0000,80.0000,114.1771,148.7210,131.4490,1505105598.6833,558561777.0000
2020-11-12,147.57,148.51,143.07,143.91,142.585061628,8585640,0.0000,1.0,130.6946,132.4183,64.9014,64.5980,69.8795,4.3581,1.5042,5.8623,31.2882,116.1041,45.0000,85.0000,114.1938,147.1953,130.6946,1506981778.8144,552659627.0000
2020-11-11,144.5,148.09,144.0,147.69,146.330260245,10222700,0.0000,1.0,129.9351,131.3481,69.4981,72.2791,75.6432,3.9821,1.6957,5.6778,30.4192,154.4618,50.0000,90.0000,114.3189,145.5513,129.9351,1512915971.1679,561245267.0000
2020-11-10,140.1484,143.17,138.53,140.11,138.820047145,12019876,0.0000,1.0,129.0528,129.7710,64.7407,72.7616,81.0665,3.5581,1.4202,4.9783,29.3566,125.4079,55.0000,95.0000,115.3668,142.7388,129.0528,1504692821.2905,551022567.0000
2020-11-09,149.41,149.41,142.44,142.61,141.297030358,10666303,0.0000,1.0,128.4261,128.8185,68.0671,81.8891,84.1764,3.2031,1.5747,4.7778,28.5127,215.1814,60.0000,100.0000,115.4575,141.3948,128.4261,1508526747.2569,563042443.0000
2020-11-06,146.01,146.232,143.96,145.01,143.674934241,7278458,0.0000,1.0,127.6375,127.5049,71.4135,88.5490,79.4037,2.8094,1.3908,4.2002,26.9610,307.8971,65.0000,95.0000,116.0508,139.2241,127.6375,1518672742.7917,573708746.0000
2020-11-05,145.8193,148.8,141.83,145.41,144.071251555,27910877,0.0000,1.0,126.6397,125.8028,71.9737,82.0912,65.5047,2.4617,0.6981,3.1598,25.4863,445.0470,70.0000,100.0000,117.5900,135.6894,126.6397,1519223752.8194,580987204.0000
2020-11-04,129.325,129.57,126.07,128.97,127.782609952,12608904,0.0000,1.0,125.4968,123.8798,59.5979,67.5709,53.8351,2.2872,-0.5417,1.7454,23.9339,54.4703,0.0000,25.0000,120.8290,130.1647,125.4968,1518462911.1227,553076327.0000
2020-11-03,125.44,126.92,124.69,125.45,124.295017589,5832837,0.0000,1.0,125.2026,123.4690,55.6109,46.8520,42.8090,2.4226,-0.8492,1.5734,23.8259,-21.1293,0.0000,30.0000,120.4079,129.9973,125.2026,1510177059.9233,540467423.0000
2020-11-02,124.5,126.17,122.41,123.97,122.828643527,5860276,0.0000,1.0,124.9098,123.3821,53.7894,47.0825,38.1078,2.6349,-0.9490,1.6859,24.0709,-53.7320,0.0000,35.0000,119.2858,130.5338,124.9098,1512034151.5264,534634586.0000
2020-10-30,123.68,125.245,121.6,123.36,122.224259624,7814462,0.0000,1.0,124.7389,123.4403,53.0348,34.4925,29.2125,2.8722,-0.9178,1.9544,24.4367,-61.4737,0.0000,40.0000,118.6812,130.7966,124.7389,1513031645.3147,528774310.0000
2020-10-29,122.06,127.69,121.89,126.44,125.275902941,7053259,0.0000,1.0,124.3480,123.5683,57.5420,32.7486,28.8133,3.1016,-0.7714,2.3302,24.9556,-3.1472,5.0000,45.0000,116.8534,131.8427,124.3480,1513299630.9787,536588772.0000
2020-10-28,123.5,123.82,121.05,121.58,120.460647577,8234821,0.0000,1.0,124.0052,123.3886,51.3434,20.3965,30.2037,3.2945,-0.8293,2.4652,25.4462,-59.0146,10.0000,50.0000,116.0959,131.9145,124.0052,1509286569.8234,529535513.0000
2020-10-27,126.51,126.96,125.19,125.91,124.7507825,5825518,0.0000,1.0,123.8120,123.6968,58.5824,33.2950,36.7223,3.5018,-0.4098,3.0920,26.5499,19.1960,15.0000,55.0000,115.3935,132.2306,123.8120,1514370159.6824,537770334.0000
2020-10-26,127.53,128.67,124.4,126.2,125.038112553,6065923,0.0000,1.0,123.3894,123.5859,59.1127,36.9197,37.1297,3.6042,-0.1941,3.4101,26.8578,31.0052,0.0000,60.0000,114.3745,132.4044,123.3894,1515456273.2079,543595852.0000
2020-10-23,128.59,129.1,127.1,128.88,127.693438556,3943056,0.0000,1.0,123.0065,123.4330,64.2160,39.9523,37.1136,3.6528,0.0846,3.7374,27.1818,65.7245,0.0000,65.0000,113.6596,132.3533,123.0065,1516408069.0873,549661775.0000
2020-10-22,129.51,129.59,126.86,128.38,127.198041914,3897002,0.0000,1.0,122.2941,122.9845,63.6599,34.5172,37.8207,3.6316,0.1988,3.8304,26.8839,70.7337,0.0000,70.0000,112.3331,132.2551,122.2941,1513332485.4085,545718719.0000
2020-10-21,128.04,130.42,126.37,128.55,127.366476772,4343992,0.0000,1.0,121.4921,122.5410,63.9811,36.8714,43.8427,3.5819,0.3618,3.9438,26.5702,80.1588,5.0000,75.0000,110.6918,132.2923,121.4921,1512889968.6968,549615721.0000
2020-10-20,129.18,129.33,127.51,128.3,127.118778451,4413343,0.0000,1.0,120.6013,122.0331,63.7254,42.0735,52.7435,3.4915,0.5225,4.0140,26.2401,86.5913,10.0000,80.0000,108.9788,132.2239,120.6013,1512557465.6058,545271729.0000
2020-10-19,130.1265,131.96,127.7,128.42,127.237673645,5765840,0.0000,1.0,119.8840,121.4977,63.9323,52.5830,63.8918,3.3608,0.7096,4.0705,25.6283,108.7128,0.0000,85.0000,108.1883,131.5797,119.8840,1513139444.9017,549685072.0000
2020-10-16,129.7,130.19,127.735,129.03,127.842057549,6626992,0.0000,1.0,119.0666,120.8935,64.9508,63.5738,74.6630,3.1834,0.8878,4.0712,24.9407,117.2501,5.0000,90.0000,107.2564,130.8768,119.0666,1516956268.5642,555450912.0000
2020-10-15,127.3,129.135,126.65,128.58,127.396200571,7377948,0.0000,1.0,118.1580,120.1621,64.5551,75.5184,83.2010,2.9615,0.9900,3.9514,24.3985,121.9297,10.0000,95.0000,106.3923,129.9238,118.1580,1516591851.4873,548823920.0000
2020-10-14,129.08,132.42,128.93,129.88,128.684231841,13183613,0.0000,1.0,117.4794,119.4006,66.6192,84.8969,86.2395,2.7140,1.0725,3.7865,23.9398,171.7025,15.0000,100.0000,106.3761,128.5826,117.4794,1512509485.8930,556201868.0000
2020-10-13,127.47,128.18,125.4,127.46,126.286512092,7605706,0.0000,1.0,116.7204,118.4234,64.6185,89.1876,86.9940,2.4459,0.9438,3.3897,22.9494,151.8174,20.0000,100.0000,106.7692,126.6716,116.7204,1518515773.7629,543018255.0000
2020-10-12,127.6996,127.6996,124.9523,126.69,125.523601262,7893835,0.0000,1.0,116.1814,117.5957,63.9657,84.6341,82.8854,2.2099,0.8681,3.0780,22.3491,169.1497,25.0000,100.0000,107.2452,125.1177,116.1814,1514849714.0356,535412549.0000
2020-10-09,123.93,125.89,122.79,124.87,123.720357484,11073412,0.0000,1.0,115.5260,116.7612,62.4082,87.1603,82.5982,1.9929,0.7203,2.7132,21.7728,161.3370,30.0000,100.0000,107.5561,123.4959,115.5260,1512757659.5615,527518714.0000
2020-10-08,124.0,124.43,121.84,122.34,121.213650473,4757536,0.0000,1.0,114.9588,116.0286,60.1326,76.8618,71.9764,1.8128,0.5789,2.3917,21.3801,151.3522,35.0000,100.0000,107.8322,122.0853,114.9588,1508971267.0673,516445302.0000
2020-10-07,121.235,123.36,120.65,123.03,121.89729784,7410347,0.0000,1.0,114.4683,115.4828,61.0907,83.7724,68.5521,1.6681,0.5337,2.2018,21.1494,163.1734,40.0000,100.0000,107.7955,121.1412,114.4683,1511891916.5818,521202838.0000
2020-10-06,120.45,122.52,119.1,119.54,118.439429275,7636963,0.0000,1.0,114.0220,114.8076,57.8647,55.2951,61.3536,1.5346,0.3230,1.8577,21.0446,142.0093,45.0000,100.0000,108.2651,119.7788,114.0220,1506286303.5375,513792491.0000
2020-10-05,116.9,120.65,116.73,120.52,119.410406695,5835936,0.0000,1.0,113.5380,114.4253,59.1735,66.5888,71.5266,1.4539,0.2897,1.7436,21.0438,133.7634,50.0000,100.0000,107.7207,119.3552,113.5380,1511958200.0360,521429454.0000
2020-10-02,116.78,118.66,115.43,115.47,114.406900606,5834337,0.0000,1.0,113.3126,113.9006,54.0902,62.1768,78.5258,1.3815,0.0923,1.4738,21.2953,66.3636,55.0000,0.0000,108.1056,118.5195,113.3126,1506509341.4236,515593518.0000
2020-10-01,119.93,120.205,117.7,119.52,118.41961341,5316766,0.0000,1.0,113.3601,113.8473,59.7590,85.8141,86.8788,1.3584,0.2590,1.6173,21.8482,142.0561,60.0000,0.0000,108.0970,118.6233,113.3601,1512199174.7187,521427855.0000
2020-09-30,117.5,119.255,116.9238,117.68,116.596553765,5829731,0.0000,1.0,113.5414,113.3660,57.8525,87.5865,84.3793,1.2936,0.0749,1.3685,21.9854,90.1991,65.0000,5.0000,107.4146,119.6683,113.5414,1509790180.9412,516111089.0000
2020-09-29,118.14,119.25,117.2,117.38,116.29931578,5687851,0.0000,1.0,113.7242,113.0259,57.5410,87.2358,73.9011,1.2749,-0.0583,1.2166,22.2628,80.5154,70.0000,10.0000,107.0501,120.3984,113.7242,1511837788.9303,510281358.0000
2020-09-28,115.96,118.7391,114.92,118.47,117.379280461,9043578,0.0000,1.0,113.7785,112.6813,59.0476,78.3156,60.6160,1.2895,-0.2541,1.0354,22.5013,63.4335,75.0000,15.0000,107.0046,120.5523,113.7785,1516526797.8050,515969209.0000
2020-09-25,113.55,115.75,111.8,114.5,113.44583112,11717993,0.0000,1.0,113.7343,112.1868,54.9677,56.1519,48.3889,1.3530,-0.6741,0.6790,22.8196,-21.6380,80.0000,20.0000,107.0439,120.4248,113.7343,1508757670.2416,506925631.0000
2020-09-24,109.39,113.29,109.24,112.19,111.157098631,6848958,0.0000,1.0,113.7795,112.0543,52.3431,47.3805,41.3472,1.5216,-0.9069,0.6147,23.5707,-86.1800,85.0000,25.0000,107.0852,120.4737,113.7795,1504456128.5054,495207638.0000
2020-09-23,113.64,113.93,110.07,110.57,109.55201351,6553322,0.0000,1.0,113.9400,112.1487,50.4179,41.6343,37.0650,1.7483,-0.9915,0.7567,24.7458,-97.8764,90.0000,30.0000,107.3519,120.5282,113.9400,1501327592.1370,488358680.0000
2020-09-22,112.61,114.25,110.415,113.82,112.772091686,6911176,0.0000,1.0,114.1764,112.4220,54.6235,35.0268,35.7184,1.9962,-0.9057,1.0905,25.8428,-73.0065,95.0000,35.0000,107.9032,120.4496,114.1764,1506183162.3218,494912002.0000
2020-09-21,109.16,112.14,108.3,111.92,110.889584444,8197611,0.0000,1.0,114.2498,112.3852,52.4192,34.5339,44.2892,2.2226,-1.0499,1.1727,26.9401,-139.4613,100.0000,40.0000,108.0098,120.4898,114.2498,1500821819.7908,488000826.0000
2020-09-18,115.04,115.43,109.8,110.69,109.670908704,15443195,0.0000,1.0,114.2739,112.5426,50.9540,37.5943,53.7584,2.4850,-1.0327,1.4523,28.2965,-105.8968,0.0000,45.0000,108.0825,120.4653,114.2739,1493563518.3860,479803215.0000
2020-09-17,111.92,115.6999,111.0,114.88,113.822332568,7418146,0.0000,1.0,114.2437,112.8449,56.5940,60.7393,62.1898,2.7432,-0.8311,1.9121,29.6090,-43.2359,5.0000,50.0000,107.9574,120.5299,114.2437,1504124140.1911,495246410.0000
2020-09-16,118.0,118.0,114.54,114.56,113.505278717,6342106,0.0000,1.0,114.0245,112.7420,56.2426,62.9416,56.5769,2.9510,-0.9025,2.0485,30.7944,13.8741,10.0000,55.0000,107.3985,120.6506,114.0245,1499294193.0476,487828264.0000
2020-09-15,114.94,117.81,114.79,116.58,115.506681152,8773740,0.0000,1.0,113.8701,112.6617,59.1125,62.8885,46.7536,3.1766,-0.9516,2.2251,31.4082,36.3394,15.0000,60.0000,107.0613,120.6789,113.8701,1505562979.9020,494170370.0000
2020-09-14,115.24,115.43,112.65,113.46,112.415406103,5397303,0.0000,1.0,113.6229,112.3622,55.8033,43.9007,31.9153,3.4145,-1.2003,2.2143,32.0066,-23.5466,20.0000,65.0000,106.7117,120.5342,113.6229,1503936061.2249,485396630.0000
2020-09-11,113.38,114.845,112.4,113.42,112.375774372,6740182,0.0000,1.0,113.6072,112.3566,55.7597,33.4715,24.2683,3.7146,-1.2315,2.4830,32.9473,-29.4831,25.0000,70.0000,106.6836,120.5308,113.6072,1506188173.2671,479999327.0000
2020-09-10,115.15,115.81,111.57,112.44,111.404796953,6166312,0.0000,1.0,113.5772,112.3546,54.7198,18.3737,17.8359,4.0225,-1.2285,2.7940,34.0168,-36.4940,0.0000,75.0000,106.6274,120.5271,113.5772,1507304645.1309,473259145.0000
2020-09-09,113.4804,115.77,112.3,114.02,112.970250343,9708449,0.0000,1.0,113.7131,112.4546,56.7634,20.9596,26.5236,4.3296,-1.0804,3.2491,35.1426,-17.5707,0.0000,80.0000,106.8326,120.5936,113.7131,1510940442.3003,479425457.0000
2020-09-08,111.94,113.88,109.62,109.77,108.759378882,10245172,0.0000,1.0,113.4277,112.4003,52.2019,14.1743,41.1660,4.5997,-0.9763,3.6234,36.2082,-75.7964,5.0000,85.0000,105.9961,120.8593,113.4277,1511024377.0164,469717008.0000
2020-09-04,115.69,117.82,112.38,115.97,114.902297248,11064279,0.0000,1.0,113.2311,112.7836,61.1416,44.4369,64.7369,4.8438,-0.3666,4.4771,37.5635,25.1421,10.0000,90.0000,105.1374,121.3248,113.2311,1520548058.0292,479962180.0000
2020-09-03,121.3,121.71,115.6,116.43,115.358062159,13560803,0.0000,1.0,112.8205,112.5605,61.8887,64.8868,78.9938,4.9354,-0.0592,4.8762,38.5366,80.6076,15.0000,95.0000,104.2864,121.3546,112.8205,1517009115.8500,491026459.0000
2020-09-02,123.26,123.9299,121.81,123.18,122.045916832,9167699,0.6500,1.0,112.5256,112.2661,74.5937,84.8870,84.3588,4.9502,0.3181,5.2683,38.9677,193.0503,20.0000,100.0000,103.9551,121.0961,112.5256,1526885641.7688,504587262.0000
2020-09-01,121.08,122.57,119.51,122.01,120.252138518,9101301,0.0000,1.0,111.9125,111.2366,73.1914,87.2076,84.7615,4.8707,0.1404,5.0111,37.9820,181.8958,25.0000,100.0000,104.4745,119.3506,111.9125,1524203963.3217,495419563.0000
2020-08-31,118.3321,121.06,118.12,119.1,117.384064401,9694649,0.0000,1.0,111.3675,110.2876,70.7381,80.9816,82.8045,4.8356,-0.0430,4.7926,37.0974,167.1293,30.0000,100.0000,104.9224,117.8126,111.3675,1518433857.4599,486318262.0000
